	Name	Database_ID	start_bp	end_bp	variable	value	cancer
32544	ENPP2	ENSG00000136960.8	119557086.0	119673453.0	loss	8	OVARIAN
32545	ENPP2	ENSG00000136960.12	119557086.0	119673453.0	loss	8	OVARIAN
32546	DSCC1		119833976.0	119855894.0	gain	65	OVARIAN
32547	DSCC1	ENSG00000136982.5	119833976.0	119855894.0	gain	65	OVARIAN
32548	DSCC1		119833976.0	119855894.0	loss	7	OVARIAN
32549	DSCC1	ENSG00000136982.5	119833976.0	119855894.0	loss	7	OVARIAN
32550	DEPTOR	ENSG00000155792.5	119873717.0	120050918.0	gain	65	OVARIAN
32551	DEPTOR		119873717.0	120050918.0	gain	65	OVARIAN
32552	DEPTOR	ENSG00000155792.9	119873717.0	120050918.0	gain	65	OVARIAN
32553	DEPTOR	ENSG00000155792.5	119873717.0	120050918.0	loss	7	OVARIAN
32554	DEPTOR		119873717.0	120050918.0	loss	7	OVARIAN
32555	DEPTOR	ENSG00000155792.9	119873717.0	120050918.0	loss	7	OVARIAN
32556	COL14A1	ENSG00000187955.11	120059780.0	120373573.0	gain	66	OVARIAN
32557	COL14A1		120059780.0	120373573.0	gain	66	OVARIAN
32558	COL14A1	ENSG00000187955.7	120059780.0	120373573.0	gain	66	OVARIAN
32559	COL14A1	ENSG00000187955.11	120059780.0	120373573.0	loss	7	OVARIAN
32560	COL14A1		120059780.0	120373573.0	loss	7	OVARIAN
32561	COL14A1	ENSG00000187955.7	120059780.0	120373573.0	loss	7	OVARIAN
32562	MRPL13		120380761.0	120445402.0	gain	66	OVARIAN
32563	MRPL13	ENSG00000172172.3	120380761.0	120445402.0	gain	66	OVARIAN
32564	MRPL13	ENSG00000172172.7	120380761.0	120445402.0	gain	66	OVARIAN
32565	MRPL13		120380761.0	120445402.0	loss	7	OVARIAN
32566	MRPL13	ENSG00000172172.3	120380761.0	120445402.0	loss	7	OVARIAN
32567	MRPL13	ENSG00000172172.7	120380761.0	120445402.0	loss	7	OVARIAN
32568	MTBP		120445400.0	120542133.0	gain	64	OVARIAN
32569	MTBP	ENSG00000172167.3	120445400.0	120542133.0	gain	64	OVARIAN
32570	MTBP	ENSG00000172167.7	120445400.0	120542133.0	gain	64	OVARIAN
32571	MTBP		120445400.0	120542133.0	loss	7	OVARIAN
32572	MTBP	ENSG00000172167.3	120445400.0	120542133.0	loss	7	OVARIAN
32573	MTBP	ENSG00000172167.7	120445400.0	120542133.0	loss	7	OVARIAN
32574	SNTB1	ENSG00000172164.9	120535745.0	120813273.0	gain	65	OVARIAN
32575	SNTB1	ENSG00000172164.13	120535745.0	120813273.0	gain	65	OVARIAN
32576	SNTB1		120535745.0	120813273.0	gain	65	OVARIAN
32577	SNTB1	ENSG00000172164.9	120535745.0	120813273.0	loss	7	OVARIAN
32578	SNTB1	ENSG00000172164.13	120535745.0	120813273.0	loss	7	OVARIAN
32579	SNTB1		120535745.0	120813273.0	loss	7	OVARIAN
32580	HAS2		121612116.0	121641440.0	gain	69	OVARIAN
32581	HAS2	ENSG00000170961.6	121612116.0	121641440.0	gain	69	OVARIAN
32582	HAS2		121612116.0	121641440.0	loss	6	OVARIAN
32583	HAS2	ENSG00000170961.6	121612116.0	121641440.0	loss	6	OVARIAN
32584	ZHX2	ENSG00000178764.7	122781655.0	122974510.0	gain	67	OVARIAN
32585	ZHX2		122781655.0	122974510.0	gain	67	OVARIAN
32586	ZHX2	ENSG00000178764.6	122781655.0	122974510.0	gain	67	OVARIAN
32587	ZHX2	ENSG00000178764.7	122781655.0	122974510.0	loss	6	OVARIAN
32588	ZHX2		122781655.0	122974510.0	loss	6	OVARIAN
32589	ZHX2	ENSG00000178764.6	122781655.0	122974510.0	loss	6	OVARIAN
32590	DERL1	ENSG00000136986.5	123013170.0	123042302.0	gain	67	OVARIAN
32591	DERL1	ENSG00000136986.9	123013170.0	123042302.0	gain	67	OVARIAN
32592	DERL1		123013170.0	123042302.0	gain	67	OVARIAN
32593	DERL1	ENSG00000136986.5	123013170.0	123042302.0	loss	6	OVARIAN
32594	DERL1	ENSG00000136986.9	123013170.0	123042302.0	loss	6	OVARIAN
32595	DERL1		123013170.0	123042302.0	loss	6	OVARIAN
32596	TBC1D31	ENSG00000156787.16	123041968.0	123152153.0	gain	67	OVARIAN
32597	TBC1D31	ENSG00000156787.12	123041968.0	123152153.0	gain	67	OVARIAN
32598	TBC1D31		123041968.0	123152153.0	gain	67	OVARIAN
32599	TBC1D31	ENSG00000156787.16	123041968.0	123152153.0	loss	6	OVARIAN
32600	TBC1D31	ENSG00000156787.12	123041968.0	123152153.0	loss	6	OVARIAN
32601	TBC1D31		123041968.0	123152153.0	loss	6	OVARIAN
32602	FAM83A	ENSG00000147689.12	123178960.0	123210079.0	gain	67	OVARIAN
32603	FAM83A		123178960.0	123210079.0	gain	67	OVARIAN
32604	FAM83A	ENSG00000147689.16	123178960.0	123210079.0	gain	67	OVARIAN
32605	FAM83A	ENSG00000147689.12	123178960.0	123210079.0	loss	6	OVARIAN
32606	FAM83A		123178960.0	123210079.0	loss	6	OVARIAN
32607	FAM83A	ENSG00000147689.16	123178960.0	123210079.0	loss	6	OVARIAN
32608	C8orf76	ENSG00000189376.11	123219967.0	123241377.0	gain	67	OVARIAN
32609	C8orf76	ENSG00000189376.7	123219967.0	123241377.0	gain	67	OVARIAN
32610	C8orf76		123219967.0	123241377.0	gain	67	OVARIAN
32611	C8orf76	ENSG00000189376.11	123219967.0	123241377.0	loss	6	OVARIAN
32612	C8orf76	ENSG00000189376.7	123219967.0	123241377.0	loss	6	OVARIAN
32613	C8orf76		123219967.0	123241377.0	loss	6	OVARIAN
32614	ZHX1		123248451.0	123275541.0	gain	68	OVARIAN
32615	ZHX1	ENSG00000165156.10	123248451.0	123275541.0	gain	68	OVARIAN
32616	ZHX1	ENSG00000165156.14	123248451.0	123275541.0	gain	68	OVARIAN
32617	ZHX1		123248451.0	123275541.0	loss	6	OVARIAN
32618	ZHX1	ENSG00000165156.10	123248451.0	123275541.0	loss	6	OVARIAN
32619	ZHX1	ENSG00000165156.14	123248451.0	123275541.0	loss	6	OVARIAN
32620	ATAD2		123319850.0	123416350.0	gain	67	OVARIAN
32621	ATAD2	ENSG00000156802.8	123319850.0	123416350.0	gain	67	OVARIAN
32622	ATAD2	ENSG00000156802.12	123319850.0	123416350.0	gain	67	OVARIAN
32623	ATAD2		123319850.0	123416350.0	loss	6	OVARIAN
32624	ATAD2	ENSG00000156802.8	123319850.0	123416350.0	loss	6	OVARIAN
32625	ATAD2	ENSG00000156802.12	123319850.0	123416350.0	loss	6	OVARIAN
32626	WDYHV1	ENSG00000156795.2	123416726.0	123470028.0	gain	67	OVARIAN
32627	WDYHV1		123416726.0	123470028.0	gain	67	OVARIAN
32628	WDYHV1	ENSG00000156795.6	123416726.0	123470028.0	gain	67	OVARIAN
32629	WDYHV1	ENSG00000156795.2	123416726.0	123470028.0	loss	6	OVARIAN
32630	WDYHV1		123416726.0	123470028.0	loss	6	OVARIAN
32631	WDYHV1	ENSG00000156795.6	123416726.0	123470028.0	loss	6	OVARIAN
32632	FBXO32	ENSG00000156804.3	123497889.0	123541206.0	gain	67	OVARIAN
32633	FBXO32		123497889.0	123541206.0	gain	67	OVARIAN
32634	FBXO32	ENSG00000156804.7	123497889.0	123541206.0	gain	67	OVARIAN
32635	FBXO32	ENSG00000156804.3	123497889.0	123541206.0	loss	5	OVARIAN
32636	FBXO32		123497889.0	123541206.0	loss	5	OVARIAN
32637	FBXO32	ENSG00000156804.7	123497889.0	123541206.0	loss	5	OVARIAN
32638	KLHL38		123645527.0	123652950.0	gain	67	OVARIAN
32639	KLHL38	ENSG00000175946.8	123645527.0	123652950.0	gain	67	OVARIAN
32640	KLHL38		123645527.0	123652950.0	loss	5	OVARIAN
32641	KLHL38	ENSG00000175946.8	123645527.0	123652950.0	loss	5	OVARIAN
32642	ANXA13	ENSG00000104537.16	123680794.0	123737402.0	gain	67	OVARIAN
32643	ANXA13	ENSG00000104537.12	123680794.0	123737402.0	gain	67	OVARIAN
32644	ANXA13		123680794.0	123737402.0	gain	67	OVARIAN
32645	ANXA13	ENSG00000104537.16	123680794.0	123737402.0	loss	5	OVARIAN
32646	ANXA13	ENSG00000104537.12	123680794.0	123737402.0	loss	5	OVARIAN
32647	ANXA13		123680794.0	123737402.0	loss	5	OVARIAN
32648	FER1L6	ENSG00000214814.7	123851987.0	124120061.0	gain	67	OVARIAN
32649	FER1L6		123851987.0	124120061.0	gain	67	OVARIAN
32650	FER1L6	ENSG00000214814.2	123851987.0	124120061.0	gain	67	OVARIAN
32651	FER1L6	ENSG00000214814.7	123851987.0	124120061.0	loss	5	OVARIAN
32652	FER1L6		123851987.0	124120061.0	loss	5	OVARIAN
32653	FER1L6	ENSG00000214814.2	123851987.0	124120061.0	loss	5	OVARIAN
32654	TMEM65		124306189.0	124372692.0	gain	66	OVARIAN
32655	TMEM65	ENSG00000164983.7	124306189.0	124372692.0	gain	66	OVARIAN
32656	TMEM65	ENSG00000164983.6	124306189.0	124372692.0	gain	66	OVARIAN
32657	TMEM65		124306189.0	124372692.0	loss	5	OVARIAN
32658	TMEM65	ENSG00000164983.7	124306189.0	124372692.0	loss	5	OVARIAN
32659	TMEM65	ENSG00000164983.6	124306189.0	124372692.0	loss	5	OVARIAN
32660	TRMT12		124450820.0	124462150.0	gain	67	OVARIAN
32661	TRMT12	ENSG00000183665.5	124450820.0	124462150.0	gain	67	OVARIAN
32662	TRMT12	ENSG00000183665.4	124450820.0	124462150.0	gain	67	OVARIAN
32663	TRMT12		124450820.0	124462150.0	loss	5	OVARIAN
32664	TRMT12	ENSG00000183665.5	124450820.0	124462150.0	loss	5	OVARIAN
32665	TRMT12	ENSG00000183665.4	124450820.0	124462150.0	loss	5	OVARIAN
32666	RNF139		124474738.0	124487914.0	gain	67	OVARIAN
32667	RNF139	ENSG00000170881.4	124474738.0	124487914.0	gain	67	OVARIAN
32668	RNF139		124474738.0	124487914.0	loss	5	OVARIAN
32669	RNF139	ENSG00000170881.4	124474738.0	124487914.0	loss	5	OVARIAN
32670	TATDN1		124488485.0	124539458.0	gain	67	OVARIAN
32671	TATDN1	ENSG00000147687.18	124488485.0	124539458.0	gain	67	OVARIAN
32672	TATDN1	ENSG00000147687.12	124488485.0	124539458.0	gain	67	OVARIAN
32673	TATDN1		124488485.0	124539458.0	loss	5	OVARIAN
32674	TATDN1	ENSG00000147687.18	124488485.0	124539458.0	loss	5	OVARIAN
32675	TATDN1	ENSG00000147687.12	124488485.0	124539458.0	loss	5	OVARIAN
32676	NDUFB9	ENSG00000147684.3	124539101.0	124580648.0	gain	67	OVARIAN
32677	NDUFB9		124539101.0	124580648.0	gain	67	OVARIAN
32678	NDUFB9	ENSG00000147684.7	124539101.0	124580648.0	gain	67	OVARIAN
32679	NDUFB9	ENSG00000147684.3	124539101.0	124580648.0	loss	5	OVARIAN
32680	NDUFB9		124539101.0	124580648.0	loss	5	OVARIAN
32681	NDUFB9	ENSG00000147684.7	124539101.0	124580648.0	loss	5	OVARIAN
32682	MTSS1	ENSG00000170873.14	124550790.0	124728429.0	gain	67	OVARIAN
32683	MTSS1		124550790.0	124728429.0	gain	67	OVARIAN
32684	MTSS1	ENSG00000170873.18	124550790.0	124728429.0	gain	67	OVARIAN
32685	MTSS1	ENSG00000170873.14	124550790.0	124728429.0	loss	5	OVARIAN
32686	MTSS1		124550790.0	124728429.0	loss	5	OVARIAN
32687	MTSS1	ENSG00000170873.18	124550790.0	124728429.0	loss	5	OVARIAN
32688	ZNF572	ENSG00000180938.5	124973295.0	124979389.0	gain	66	OVARIAN
32689	ZNF572		124973295.0	124979389.0	gain	66	OVARIAN
32690	ZNF572	ENSG00000180938.5	124973295.0	124979389.0	loss	5	OVARIAN
32691	ZNF572		124973295.0	124979389.0	loss	5	OVARIAN
32692	SQLE	ENSG00000104549.11	124998497.0	125022283.0	gain	66	OVARIAN
32693	SQLE		124998497.0	125022283.0	gain	66	OVARIAN
32694	SQLE	ENSG00000104549.7	124998497.0	125022283.0	gain	66	OVARIAN
32695	SQLE	ENSG00000104549.11	124998497.0	125022283.0	loss	5	OVARIAN
32696	SQLE		124998497.0	125022283.0	loss	5	OVARIAN
32697	SQLE	ENSG00000104549.7	124998497.0	125022283.0	loss	5	OVARIAN
32698	NSMCE2	ENSG00000156831.3	125091679.0	125367120.0	gain	66	OVARIAN
32699	NSMCE2		125091679.0	125367120.0	gain	66	OVARIAN
32700	NSMCE2	ENSG00000156831.7	125091679.0	125367120.0	gain	66	OVARIAN
32701	NSMCE2	ENSG00000156831.3	125091679.0	125367120.0	loss	5	OVARIAN
32702	NSMCE2		125091679.0	125367120.0	loss	5	OVARIAN
32703	NSMCE2	ENSG00000156831.7	125091679.0	125367120.0	loss	5	OVARIAN
32704	TRIB1		125430358.0	125438403.0	gain	66	OVARIAN
32705	TRIB1	ENSG00000173334.3	125430358.0	125438403.0	gain	66	OVARIAN
32706	TRIB1		125430358.0	125438403.0	loss	5	OVARIAN
32707	TRIB1	ENSG00000173334.3	125430358.0	125438403.0	loss	5	OVARIAN
32708	POU5F1B		127322183.0	127420066.0	gain	68	OVARIAN
32709	POU5F1B	ENSG00000212993.3	127322183.0	127420066.0	gain	68	OVARIAN
32710	POU5F1B	ENSG00000212993.4	127322183.0	127420066.0	gain	68	OVARIAN
32711	POU5F1B		127322183.0	127420066.0	loss	4	OVARIAN
32712	POU5F1B	ENSG00000212993.3	127322183.0	127420066.0	loss	4	OVARIAN
32713	POU5F1B	ENSG00000212993.4	127322183.0	127420066.0	loss	4	OVARIAN
32714	GSDMC	ENSG00000147697.8	129748196.0	129786624.0	gain	68	OVARIAN
32715	GSDMC		129748196.0	129786624.0	gain	68	OVARIAN
32716	GSDMC	ENSG00000147697.4	129748196.0	129786624.0	gain	68	OVARIAN
32717	GSDMC	ENSG00000147697.8	129748196.0	129786624.0	loss	6	OVARIAN
32718	GSDMC		129748196.0	129786624.0	loss	6	OVARIAN
32719	GSDMC	ENSG00000147697.4	129748196.0	129786624.0	loss	6	OVARIAN
32720	FAM49B	ENSG00000153310.14	129839593.0	130017129.0	gain	69	OVARIAN
32721	FAM49B	ENSG00000153310.19	129839593.0	130017129.0	gain	69	OVARIAN
32722	FAM49B		129839593.0	130017129.0	gain	69	OVARIAN
32723	FAM49B	ENSG00000153310.14	129839593.0	130017129.0	loss	6	OVARIAN
32724	FAM49B	ENSG00000153310.19	129839593.0	130017129.0	loss	6	OVARIAN
32725	FAM49B		129839593.0	130017129.0	loss	6	OVARIAN
32726	ASAP1	ENSG00000153317.14	130052104.0	130443674.0	gain	70	OVARIAN
32727	ASAP1		130052104.0	130443674.0	gain	70	OVARIAN
32728	ASAP1	ENSG00000153317.10	130052104.0	130443674.0	gain	70	OVARIAN
32729	ASAP1	ENSG00000153317.14	130052104.0	130443674.0	loss	6	OVARIAN
32730	ASAP1		130052104.0	130443674.0	loss	6	OVARIAN
32731	ASAP1	ENSG00000153317.10	130052104.0	130443674.0	loss	6	OVARIAN
32732	ADCY8		130780301.0	131040909.0	gain	73	OVARIAN
32733	ADCY8	ENSG00000155897.9	130780301.0	131040909.0	gain	73	OVARIAN
32734	ADCY8	ENSG00000155897.5	130780301.0	131040909.0	gain	73	OVARIAN
32735	ADCY8		130780301.0	131040909.0	loss	6	OVARIAN
32736	ADCY8	ENSG00000155897.9	130780301.0	131040909.0	loss	6	OVARIAN
32737	ADCY8	ENSG00000155897.5	130780301.0	131040909.0	loss	6	OVARIAN
32738	EFR3A	ENSG00000132294.9	131904093.0	132013642.0	gain	72	OVARIAN
32739	EFR3A		131904093.0	132013642.0	gain	72	OVARIAN
32740	EFR3A	ENSG00000132294.14	131904093.0	132013642.0	gain	72	OVARIAN
32741	EFR3A	ENSG00000132294.9	131904093.0	132013642.0	loss	6	OVARIAN
32742	EFR3A		131904093.0	132013642.0	loss	6	OVARIAN
32743	EFR3A	ENSG00000132294.14	131904093.0	132013642.0	loss	6	OVARIAN
32744	OC90	ENSG00000258417.2	132024216.0	132059382.0	gain	71	OVARIAN
32745	OC90		132024216.0	132059382.0	gain	71	OVARIAN
32746	OC90	ENSG00000253117.4	132024216.0	132059382.0	gain	71	OVARIAN
32747	OC90	ENSG00000258417.2	132024216.0	132059382.0	loss	6	OVARIAN
32748	OC90		132024216.0	132059382.0	loss	6	OVARIAN
32749	OC90	ENSG00000253117.4	132024216.0	132059382.0	loss	6	OVARIAN
32750	HHLA1	ENSG00000132297.7	132061486.0	132111159.0	gain	71	OVARIAN
32751	HHLA1		132061486.0	132111159.0	gain	71	OVARIAN
32752	HHLA1	ENSG00000132297.11	132061486.0	132111159.0	gain	71	OVARIAN
32753	HHLA1	ENSG00000132297.7	132061486.0	132111159.0	loss	6	OVARIAN
32754	HHLA1		132061486.0	132111159.0	loss	6	OVARIAN
32755	HHLA1	ENSG00000132297.11	132061486.0	132111159.0	loss	6	OVARIAN
32756	KCNQ3	ENSG00000184156.16	132120859.0	132481095.0	gain	71	OVARIAN
32757	KCNQ3	ENSG00000184156.11	132120859.0	132481095.0	gain	71	OVARIAN
32758	KCNQ3		132120859.0	132481095.0	gain	71	OVARIAN
32759	KCNQ3	ENSG00000184156.16	132120859.0	132481095.0	loss	6	OVARIAN
32760	KCNQ3	ENSG00000184156.11	132120859.0	132481095.0	loss	6	OVARIAN
32761	KCNQ3		132120859.0	132481095.0	loss	6	OVARIAN
32762	LRRC6	ENSG00000129295.4	132570416.0	132675592.0	gain	70	OVARIAN
32763	LRRC6		132570416.0	132675592.0	gain	70	OVARIAN
32764	LRRC6	ENSG00000129295.8	132570416.0	132675592.0	gain	70	OVARIAN
32765	LRRC6	ENSG00000129295.4	132570416.0	132675592.0	loss	6	OVARIAN
32766	LRRC6		132570416.0	132675592.0	loss	6	OVARIAN
32767	LRRC6	ENSG00000129295.8	132570416.0	132675592.0	loss	6	OVARIAN
32768	TMEM71		132685007.0	132760712.0	gain	70	OVARIAN
32769	TMEM71	ENSG00000165071.10	132685007.0	132760712.0	gain	70	OVARIAN
32770	TMEM71	ENSG00000165071.14	132685007.0	132760712.0	gain	70	OVARIAN
32771	TMEM71		132685007.0	132760712.0	loss	5	OVARIAN
32772	TMEM71	ENSG00000165071.10	132685007.0	132760712.0	loss	5	OVARIAN
32773	TMEM71	ENSG00000165071.14	132685007.0	132760712.0	loss	5	OVARIAN
32774	PHF20L1	ENSG00000129292.20	132775358.0	132848807.0	gain	70	OVARIAN
32775	PHF20L1	ENSG00000129292.15	132775358.0	132848807.0	gain	70	OVARIAN
32776	PHF20L1		132775358.0	132848807.0	gain	70	OVARIAN
32777	PHF20L1	ENSG00000129292.20	132775358.0	132848807.0	loss	5	OVARIAN
32778	PHF20L1	ENSG00000129292.15	132775358.0	132848807.0	loss	5	OVARIAN
32779	PHF20L1		132775358.0	132848807.0	loss	5	OVARIAN
32780	TG		132866958.0	133134903.0	gain	70	OVARIAN
32781	TG	ENSG00000042832.7	132866958.0	133134903.0	gain	70	OVARIAN
32782	TG	ENSG00000042832.11	132866958.0	133134903.0	gain	70	OVARIAN
32783	TG		132866958.0	133134903.0	loss	5	OVARIAN
32784	TG	ENSG00000042832.7	132866958.0	133134903.0	loss	5	OVARIAN
32785	TG	ENSG00000042832.11	132866958.0	133134903.0	loss	5	OVARIAN
32786	SLA	ENSG00000155926.9	133036728.0	133102912.0	gain	70	OVARIAN
32787	SLA		133036728.0	133102912.0	gain	70	OVARIAN
32788	SLA	ENSG00000155926.13	133036728.0	133102912.0	gain	70	OVARIAN
32789	SLA	ENSG00000155926.9	133036728.0	133102912.0	loss	5	OVARIAN
32790	SLA		133036728.0	133102912.0	loss	5	OVARIAN
32791	SLA	ENSG00000155926.13	133036728.0	133102912.0	loss	5	OVARIAN
32792	NDRG1	ENSG00000104419.10	133237171.0	133302022.0	gain	71	OVARIAN
32793	NDRG1		133237171.0	133302022.0	gain	71	OVARIAN
32794	NDRG1	ENSG00000104419.14	133237171.0	133302022.0	gain	71	OVARIAN
32795	NDRG1	ENSG00000104419.10	133237171.0	133302022.0	loss	6	OVARIAN
32796	NDRG1		133237171.0	133302022.0	loss	6	OVARIAN
32797	NDRG1	ENSG00000104419.14	133237171.0	133302022.0	loss	6	OVARIAN
32798	ST3GAL1	ENSG00000008513.10	133454848.0	133571940.0	gain	69	OVARIAN
32799	ST3GAL1		133454848.0	133571940.0	gain	69	OVARIAN
32800	ST3GAL1	ENSG00000008513.14	133454848.0	133571940.0	gain	69	OVARIAN
32801	ST3GAL1	ENSG00000008513.10	133454848.0	133571940.0	loss	6	OVARIAN
32802	ST3GAL1		133454848.0	133571940.0	loss	6	OVARIAN
32803	ST3GAL1	ENSG00000008513.14	133454848.0	133571940.0	loss	6	OVARIAN
32804	ZFAT	ENSG00000066827.15	134477788.0	134713049.0	gain	69	OVARIAN
32805	ZFAT	ENSG00000066827.11	134477788.0	134713049.0	gain	69	OVARIAN
32806	ZFAT		134477788.0	134713049.0	gain	69	OVARIAN
32807	ZFAT	ENSG00000066827.15	134477788.0	134713049.0	loss	5	OVARIAN
32808	ZFAT	ENSG00000066827.11	134477788.0	134713049.0	loss	5	OVARIAN
32809	ZFAT		134477788.0	134713049.0	loss	5	OVARIAN
32810	KHDRBS3		135457456.0	135656722.0	gain	68	OVARIAN
32811	KHDRBS3	ENSG00000131773.9	135457456.0	135656722.0	gain	68	OVARIAN
32812	KHDRBS3	ENSG00000131773.13	135457456.0	135656722.0	gain	68	OVARIAN
32813	KHDRBS3		135457456.0	135656722.0	loss	6	OVARIAN
32814	KHDRBS3	ENSG00000131773.9	135457456.0	135656722.0	loss	6	OVARIAN
32815	KHDRBS3	ENSG00000131773.13	135457456.0	135656722.0	loss	6	OVARIAN
32816	FAM135B	ENSG00000147724.11	138130023.0	138497261.0	gain	67	OVARIAN
32817	FAM135B		138130023.0	138497261.0	gain	67	OVARIAN
32818	FAM135B	ENSG00000147724.7	138130023.0	138497261.0	gain	67	OVARIAN
32819	FAM135B	ENSG00000147724.11	138130023.0	138497261.0	loss	6	OVARIAN
32820	FAM135B		138130023.0	138497261.0	loss	6	OVARIAN
32821	FAM135B	ENSG00000147724.7	138130023.0	138497261.0	loss	6	OVARIAN
32822	COL22A1		138588235.0	138914041.0	gain	67	OVARIAN
32823	COL22A1	ENSG00000169436.16	138588235.0	138914041.0	gain	67	OVARIAN
32824	COL22A1	ENSG00000169436.12	138588235.0	138914041.0	gain	67	OVARIAN
32825	COL22A1		138588235.0	138914041.0	loss	6	OVARIAN
32826	COL22A1	ENSG00000169436.16	138588235.0	138914041.0	loss	6	OVARIAN
32827	COL22A1	ENSG00000169436.12	138588235.0	138914041.0	loss	6	OVARIAN
32828	KCNK9	ENSG00000169427.2	139600838.0	139704109.0	gain	67	OVARIAN
32829	KCNK9		139600838.0	139704109.0	gain	67	OVARIAN
32830	KCNK9	ENSG00000169427.6	139600838.0	139704109.0	gain	67	OVARIAN
32831	KCNK9	ENSG00000169427.2	139600838.0	139704109.0	loss	6	OVARIAN
32832	KCNK9		139600838.0	139704109.0	loss	6	OVARIAN
32833	KCNK9	ENSG00000169427.6	139600838.0	139704109.0	loss	6	OVARIAN
32834	TRAPPC9		139727725.0	140458579.0	gain	66	OVARIAN
32835	TRAPPC9	ENSG00000167632.14	139727725.0	140458579.0	gain	66	OVARIAN
32836	TRAPPC9	ENSG00000167632.10	139727725.0	140458579.0	gain	66	OVARIAN
32837	TRAPPC9		139727725.0	140458579.0	loss	6	OVARIAN
32838	TRAPPC9	ENSG00000167632.14	139727725.0	140458579.0	loss	6	OVARIAN
32839	TRAPPC9	ENSG00000167632.10	139727725.0	140458579.0	loss	6	OVARIAN
32840	CHRAC1	ENSG00000104472.9	140511311.0	140517154.0	gain	66	OVARIAN
32841	CHRAC1		140511311.0	140517154.0	gain	66	OVARIAN
32842	CHRAC1	ENSG00000104472.5	140511311.0	140517154.0	gain	66	OVARIAN
32843	CHRAC1	ENSG00000104472.9	140511311.0	140517154.0	loss	6	OVARIAN
32844	CHRAC1		140511311.0	140517154.0	loss	6	OVARIAN
32845	CHRAC1	ENSG00000104472.5	140511311.0	140517154.0	loss	6	OVARIAN
32846	AGO2	ENSG00000123908.11	140520156.0	140635633.0	gain	66	OVARIAN
32847	AGO2	ENSG00000123908.7	140520156.0	140635633.0	gain	66	OVARIAN
32848	AGO2		140520156.0	140635633.0	gain	66	OVARIAN
32849	AGO2	ENSG00000123908.11	140520156.0	140635633.0	loss	5	OVARIAN
32850	AGO2	ENSG00000123908.7	140520156.0	140635633.0	loss	5	OVARIAN
32851	AGO2		140520156.0	140635633.0	loss	5	OVARIAN
32852	PTK2		140657900.0	141002216.0	gain	65	OVARIAN
32853	PTK2	ENSG00000169398.15	140657900.0	141002216.0	gain	65	OVARIAN
32854	PTK2	ENSG00000169398.19	140657900.0	141002216.0	gain	65	OVARIAN
32855	PTK2		140657900.0	141002216.0	loss	4	OVARIAN
32856	PTK2	ENSG00000169398.15	140657900.0	141002216.0	loss	4	OVARIAN
32857	PTK2	ENSG00000169398.19	140657900.0	141002216.0	loss	4	OVARIAN
32858	DENND3	ENSG00000105339.10	141117278.0	141195808.0	gain	68	OVARIAN
32859	DENND3	ENSG00000105339.6	141117278.0	141195808.0	gain	68	OVARIAN
32860	DENND3		141117278.0	141195808.0	gain	68	OVARIAN
32861	DENND3	ENSG00000105339.10	141117278.0	141195808.0	loss	2	OVARIAN
32862	DENND3	ENSG00000105339.6	141117278.0	141195808.0	loss	2	OVARIAN
32863	DENND3		141117278.0	141195808.0	loss	2	OVARIAN
32864	SLC45A4	ENSG00000022567.5	141207166.0	141308305.0	gain	67	OVARIAN
32865	SLC45A4		141207166.0	141308305.0	gain	67	OVARIAN
32866	SLC45A4	ENSG00000022567.9	141207166.0	141308305.0	gain	67	OVARIAN
32867	SLC45A4	ENSG00000022567.5	141207166.0	141308305.0	loss	3	OVARIAN
32868	SLC45A4		141207166.0	141308305.0	loss	3	OVARIAN
32869	SLC45A4	ENSG00000022567.9	141207166.0	141308305.0	loss	3	OVARIAN
32870	GPR20	ENSG00000204882.3	141356470.0	141367286.0	gain	68	OVARIAN
32871	GPR20		141356470.0	141367286.0	gain	68	OVARIAN
32872	GPR20	ENSG00000204882.3	141356470.0	141367286.0	loss	3	OVARIAN
32873	GPR20		141356470.0	141367286.0	loss	3	OVARIAN
32874	TSNARE1		142212080.0	142403182.0	gain	65	OVARIAN
32875	TSNARE1	ENSG00000171045.14	142212080.0	142403182.0	gain	65	OVARIAN
32876	TSNARE1	ENSG00000171045.10	142212080.0	142403182.0	gain	65	OVARIAN
32877	TSNARE1		142212080.0	142403182.0	loss	6	OVARIAN
32878	TSNARE1	ENSG00000171045.14	142212080.0	142403182.0	loss	6	OVARIAN
32879	TSNARE1	ENSG00000171045.10	142212080.0	142403182.0	loss	6	OVARIAN
32880	ARC	ENSG00000198576.3	142611049.0	142614479.0	gain	64	OVARIAN
32881	ARC	ENSG00000198576.2	142611049.0	142614479.0	gain	64	OVARIAN
32882	ARC		142611049.0	142614479.0	gain	64	OVARIAN
32883	ARC	ENSG00000198576.3	142611049.0	142614479.0	loss	5	OVARIAN
32884	ARC	ENSG00000198576.2	142611049.0	142614479.0	loss	5	OVARIAN
32885	ARC		142611049.0	142614479.0	loss	5	OVARIAN
32886	PSCA		142670308.0	142682725.0	gain	64	OVARIAN
32887	PSCA	ENSG00000167653.4	142670308.0	142682725.0	gain	64	OVARIAN
32888	PSCA		142670308.0	142682725.0	loss	3	OVARIAN
32889	PSCA	ENSG00000167653.4	142670308.0	142682725.0	loss	3	OVARIAN
32890	LY6K	ENSG00000160886.13	142700111.0	142705127.0	gain	64	OVARIAN
