Name	NCBI_ID	start_bp	end_bp	cnv_type	num_patients_with_cnv	cancer_type_total_patients	cancer
EXTL3	2137	28607735.0	28755598.0	gain	4	140	pdac
EXTL3	2137	28607735.0	28755598.0	loss	18	140	pdac
EXTL3-AS1	101929402	28698402.0	28701463.0	gain	4	140	pdac
EXTL3-AS1	101929402	28698402.0	28701463.0	loss	18	140	pdac
INTS9	55756	28767660.0	28889968.0	gain	4	140	pdac
INTS9	55756	28767660.0	28889968.0	loss	18	140	pdac
HMBOX1	79618	28890115.0	29053269.0	gain	4	140	pdac
HMBOX1	79618	28890115.0	29053269.0	loss	18	140	pdac
KIF13B	23303	29067277.0	29263387.0	gain	4	140	pdac
KIF13B	23303	29067277.0	29263387.0	loss	18	140	pdac
DUSP4	1846	29333063.0	29350683.0	gain	4	140	pdac
DUSP4	1846	29333063.0	29350683.0	loss	17	140	pdac
LINC00589	619351	29721258.0	29748108.0	gain	5	140	pdac
LINC00589	619351	29721258.0	29748108.0	loss	16	140	pdac
LINC02099	101929450	29748308.0	29798491.0	gain	5	140	pdac
LINC02099	101929450	29748308.0	29798491.0	loss	16	140	pdac
LOC101929470	101929470	29815003.0	29828503.0	gain	5	140	pdac
LOC101929470	101929470	29815003.0	29828503.0	loss	16	140	pdac
LINC02209	286135	29921512.0	29953608.0	gain	5	140	pdac
LINC02209	286135	29921512.0	29953608.0	loss	16	140	pdac
MIR3148	100422876	29957271.0	29957347.0	gain	5	140	pdac
MIR3148	100422876	29957271.0	29957347.0	loss	16	140	pdac
SARAF	51669	30063002.0	30083207.0	gain	5	140	pdac
SARAF	51669	30063002.0	30083207.0	loss	16	140	pdac
LEPROTL1	23484	30095407.0	30138347.0	gain	5	140	pdac
LEPROTL1	23484	30095407.0	30138347.0	loss	16	140	pdac
MBOAT4	619373	30131670.0	30144664.0	gain	5	140	pdac
MBOAT4	619373	30131670.0	30144664.0	loss	16	140	pdac
DCTN6	10671	30156368.0	30183638.0	gain	5	140	pdac
DCTN6	10671	30156368.0	30183638.0	loss	16	140	pdac
RBPMS-AS1	100128750	30382118.0	30385400.0	gain	5	140	pdac
RBPMS-AS1	100128750	30382118.0	30385400.0	loss	16	140	pdac
RBPMS	11030	30384540.0	30572255.0	gain	5	140	pdac
RBPMS	11030	30384540.0	30572255.0	loss	16	140	pdac
GTF2E2	2961	30578317.0	30658235.0	gain	6	140	pdac
GTF2E2	2961	30578317.0	30658235.0	loss	16	140	pdac
SMIM18	100507341	30638579.0	30646063.0	gain	6	140	pdac
SMIM18	100507341	30638579.0	30646063.0	loss	16	140	pdac
GSR	2936	30678065.0	30727845.0	gain	6	140	pdac
GSR	2936	30678065.0	30727845.0	loss	16	140	pdac
UBXN8	7993	30729134.0	30767005.0	gain	6	140	pdac
UBXN8	7993	30729134.0	30767005.0	loss	16	140	pdac
PPP2CB	5516	30785615.0	30812817.0	gain	6	140	pdac
PPP2CB	5516	30785615.0	30812817.0	loss	16	140	pdac
TEX15	56154	30831543.0	30913007.0	gain	6	140	pdac
TEX15	56154	30831543.0	30913007.0	loss	16	140	pdac
PURG	29942	30995801.0	31033355.0	gain	5	140	pdac
PURG	29942	30995801.0	31033355.0	loss	16	140	pdac
WRN	7486	31033809.0	31176137.0	gain	5	140	pdac
WRN	7486	31033809.0	31176137.0	loss	16	140	pdac
NRG1	3084	31639244.0	32774045.0	gain	5	140	pdac
NRG1	3084	31639244.0	32774045.0	loss	16	140	pdac
NRG1-IT1	100856811	32025735.0	32139476.0	gain	5	140	pdac
NRG1-IT1	100856811	32025735.0	32139476.0	loss	16	140	pdac
NRG1-IT3	100874286	32440745.0	32442724.0	gain	5	140	pdac
NRG1-IT3	100874286	32440745.0	32442724.0	loss	16	140	pdac
FUT10	84750	33308060.0	33473145.0	gain	6	140	pdac
FUT10	84750	33308060.0	33473145.0	loss	15	140	pdac
MAK16	84549	33485181.0	33501261.0	gain	6	140	pdac
MAK16	84549	33485181.0	33501261.0	loss	15	140	pdac
TTI2	80185	33498721.0	33513134.0	gain	6	140	pdac
TTI2	80185	33498721.0	33513134.0	loss	15	140	pdac
SNORD13	692084	33513474.0	33513577.0	gain	6	140	pdac
SNORD13	692084	33513474.0	33513577.0	loss	15	140	pdac
RNF122	79845	33547753.0	33567127.0	gain	7	140	pdac
RNF122	79845	33547753.0	33567127.0	loss	14	140	pdac
DUSP26	78986	33591329.0	33600022.0	gain	8	140	pdac
DUSP26	78986	33591329.0	33600022.0	loss	13	140	pdac
LINC01288	103689844	34783920.0	34864797.0	gain	8	140	pdac
LINC01288	103689844	34783920.0	34864797.0	loss	13	140	pdac
UNC5D	137970	35235474.0	35796539.0	gain	9	140	pdac
UNC5D	137970	35235474.0	35796539.0	loss	12	140	pdac
LOC101929550	101929550	35672162.0	35710319.0	gain	8	140	pdac
LOC101929550	101929550	35672162.0	35710319.0	loss	13	140	pdac
KCNU1	157855	36784373.0	36936124.0	gain	10	140	pdac
KCNU1	157855	36784373.0	36936124.0	loss	12	140	pdac
LINC01605	100507420	37403515.0	37599838.0	gain	11	140	pdac
LINC01605	100507420	37403515.0	37599838.0	loss	12	140	pdac
ZNF703	80139	37695781.0	37700018.0	gain	12	140	pdac
ZNF703	80139	37695781.0	37700018.0	loss	11	140	pdac
LOC101929622	101929622	37717578.0	37733492.0	gain	12	140	pdac
LOC101929622	101929622	37717578.0	37733492.0	loss	11	140	pdac
LOC102723701	102723701	37734760.0	37737425.0	gain	12	140	pdac
LOC102723701	102723701	37734760.0	37737425.0	loss	11	140	pdac
ERLIN2	11160	37736633.0	37758421.0	gain	12	140	pdac
ERLIN2	11160	37736633.0	37758421.0	loss	11	140	pdac
LOC728024	728024	37746553.0	37748045.0	gain	12	140	pdac
LOC728024	728024	37746553.0	37748045.0	loss	11	140	pdac
PLPBP	11212	37762545.0	37779767.0	gain	12	140	pdac
PLPBP	11212	37762545.0	37779767.0	loss	11	140	pdac
ADGRA2	25960	37796882.0	37844895.0	gain	12	140	pdac
ADGRA2	25960	37796882.0	37844895.0	loss	11	140	pdac
BRF2	55290	37843267.0	37849860.0	gain	12	140	pdac
BRF2	55290	37843267.0	37849860.0	loss	11	140	pdac
RAB11FIP1	80223	37858617.0	37899496.0	gain	12	140	pdac
RAB11FIP1	80223	37858617.0	37899496.0	loss	11	140	pdac
GOT1L1	137362	37934280.0	37940123.0	gain	12	140	pdac
GOT1L1	137362	37934280.0	37940123.0	loss	11	140	pdac
ADRB3	155	37962989.0	37966598.0	gain	12	140	pdac
ADRB3	155	37962989.0	37966598.0	loss	11	140	pdac
EIF4EBP1	1978	38030533.0	38060364.0	gain	12	140	pdac
EIF4EBP1	1978	38030533.0	38060364.0	loss	11	140	pdac
ASH2L	9070	38105492.0	38140079.0	gain	12	140	pdac
ASH2L	9070	38105492.0	38140079.0	loss	11	140	pdac
STAR	6770	38142699.0	38150951.0	gain	12	140	pdac
STAR	6770	38142699.0	38150951.0	loss	11	140	pdac
LSM1	27257	38163320.0	38176729.0	gain	12	140	pdac
LSM1	27257	38163320.0	38176729.0	loss	11	140	pdac
BAG4	9530	38176854.0	38213300.0	gain	12	140	pdac
BAG4	9530	38176854.0	38213300.0	loss	11	140	pdac
DDHD2	23259	38231584.0	38273646.0	gain	12	140	pdac
DDHD2	23259	38231584.0	38273646.0	loss	11	140	pdac
PLPP5	84513	38263129.0	38269223.0	gain	12	140	pdac
PLPP5	84513	38263129.0	38269223.0	loss	11	140	pdac
NSD3	54904	38269703.0	38382270.0	gain	12	140	pdac
NSD3	54904	38269703.0	38382270.0	loss	11	140	pdac
LETM2	137994	38382430.0	38409526.0	gain	11	140	pdac
LETM2	137994	38382430.0	38409526.0	loss	12	140	pdac
FGFR1	2260	38411142.0	38468634.0	gain	11	140	pdac
FGFR1	2260	38411142.0	38468634.0	loss	12	140	pdac
C8orf86	389649	38510833.0	38528661.0	gain	11	140	pdac
C8orf86	389649	38510833.0	38528661.0	loss	12	140	pdac
RNF5P1	286140	38600172.0	38601256.0	gain	11	140	pdac
RNF5P1	286140	38600172.0	38601256.0	loss	12	140	pdac
TACC1	6867	38728581.0	38853027.0	gain	11	140	pdac
TACC1	6867	38728581.0	38853027.0	loss	12	140	pdac
PLEKHA2	59339	38901345.0	38973911.0	gain	11	140	pdac
PLEKHA2	59339	38901345.0	38973911.0	loss	11	140	pdac
HTRA4	203100	38974227.0	38988662.0	gain	11	140	pdac
HTRA4	203100	38974227.0	38988662.0	loss	11	140	pdac
TM2D2	83877	38988807.0	38996989.0	gain	11	140	pdac
TM2D2	83877	38988807.0	38996989.0	loss	11	140	pdac
ADAM9	8754	38996972.0	39105260.0	gain	12	140	pdac
ADAM9	8754	38996972.0	39105260.0	loss	10	140	pdac
ADAM32	203102	39107528.0	39284916.0	gain	13	140	pdac
ADAM32	203102	39107528.0	39284916.0	loss	10	140	pdac
ADAM5	255926	39314631.0	39417377.0	gain	13	140	pdac
ADAM5	255926	39314631.0	39417377.0	loss	10	140	pdac
ADAM3A	1587	39451044.0	39522988.0	gain	13	140	pdac
ADAM3A	1587	39451044.0	39522988.0	loss	10	140	pdac
LOC100130964	100130964	39563111.0	39580133.0	gain	13	140	pdac
LOC100130964	100130964	39563111.0	39580133.0	loss	10	140	pdac
ADAM18	8749	39584567.0	39730064.0	gain	13	140	pdac
ADAM18	8749	39584567.0	39730064.0	loss	10	140	pdac
ADAM2	2515	39743734.0	39838226.0	gain	13	140	pdac
ADAM2	2515	39743734.0	39838226.0	loss	10	140	pdac
IDO1	3620	39913890.0	39928789.0	gain	13	140	pdac
IDO1	3620	39913890.0	39928789.0	loss	10	140	pdac
IDO2	169355	39934650.0	40016391.0	gain	13	140	pdac
IDO2	169355	39934650.0	40016391.0	loss	10	140	pdac
TCIM	56892	40153481.0	40155309.0	gain	13	140	pdac
TCIM	56892	40153481.0	40155309.0	loss	9	140	pdac
ZMAT4	79698	40530589.0	40897825.0	gain	13	140	pdac
ZMAT4	79698	40530589.0	40897825.0	loss	9	140	pdac
SFRP1	6422	41261961.0	41309472.0	gain	12	140	pdac
SFRP1	6422	41261961.0	41309472.0	loss	10	140	pdac
MIR548AO	100847068	41271047.0	41271142.0	gain	12	140	pdac
MIR548AO	100847068	41271047.0	41271142.0	loss	10	140	pdac
GOLGA7	51125	41490395.0	41510979.0	gain	12	140	pdac
GOLGA7	51125	41490395.0	41510979.0	loss	10	140	pdac
GINS4	84296	41529260.0	41545029.0	gain	12	140	pdac
GINS4	84296	41529260.0	41545029.0	loss	10	140	pdac
GPAT4-AS1	102723729	41534304.0	41578367.0	gain	12	140	pdac
GPAT4-AS1	102723729	41534304.0	41578367.0	loss	10	140	pdac
GPAT4	137964	41578199.0	41625000.0	gain	12	140	pdac
GPAT4	137964	41578199.0	41625000.0	loss	10	140	pdac
NKX6-3	157848	41645176.0	41650816.0	gain	12	140	pdac
NKX6-3	157848	41645176.0	41650816.0	loss	10	140	pdac
ANK1	286	41653224.0	41896740.0	gain	13	140	pdac
ANK1	286	41653224.0	41896740.0	loss	10	140	pdac
MIR486-1	619554	41660440.0	41660507.0	gain	12	140	pdac
MIR486-1	619554	41660440.0	41660507.0	loss	10	140	pdac
MIR486-2	102465696	41660443.0	41660506.0	gain	12	140	pdac
MIR486-2	102465696	41660443.0	41660506.0	loss	10	140	pdac
KAT6A	7994	41929478.0	42051986.0	gain	13	140	pdac
KAT6A	7994	41929478.0	42051986.0	loss	10	140	pdac
KAT6A-AS1	105379393	42051749.0	42104986.0	gain	13	140	pdac
KAT6A-AS1	105379393	42051749.0	42104986.0	loss	10	140	pdac
AP3M2	10947	42153062.0	42171182.0	gain	13	140	pdac
AP3M2	10947	42153062.0	42171182.0	loss	10	140	pdac
PLAT	5327	42174717.0	42207564.0	gain	13	140	pdac
PLAT	5327	42174717.0	42207564.0	loss	10	140	pdac
IKBKB-DT	101929897	42255319.0	42270960.0	gain	13	140	pdac
IKBKB-DT	101929897	42255319.0	42270960.0	loss	10	140	pdac
IKBKB	3551	42271301.0	42332459.0	gain	13	140	pdac
IKBKB	3551	42271301.0	42332459.0	loss	10	140	pdac
POLB	5423	42338493.0	42371807.0	gain	13	140	pdac
POLB	5423	42338493.0	42371807.0	loss	9	140	pdac
DKK4	27121	42374062.0	42391321.0	gain	13	140	pdac
DKK4	27121	42374062.0	42391321.0	loss	9	140	pdac
VDAC3	7419	42391760.0	42405936.0	gain	13	140	pdac
VDAC3	7419	42391760.0	42405936.0	loss	9	140	pdac
SLC20A2	6575	42416474.0	42541953.0	gain	13	140	pdac
SLC20A2	6575	42416474.0	42541953.0	loss	9	140	pdac
SMIM19	114926	42541147.0	42555194.0	gain	13	140	pdac
SMIM19	114926	42541147.0	42555194.0	loss	9	140	pdac
CHRNB3	1142	42697365.0	42737406.0	gain	13	140	pdac
CHRNB3	1142	42697365.0	42737406.0	loss	8	140	pdac
CHRNA6	8973	42752619.0	42768785.0	gain	13	140	pdac
CHRNA6	8973	42752619.0	42768785.0	loss	8	140	pdac
THAP1	55145	42836673.0	42843324.0	gain	12	140	pdac
THAP1	55145	42836673.0	42843324.0	loss	8	140	pdac
RNF170	81790	42849636.0	42897298.0	gain	12	140	pdac
RNF170	81790	42849636.0	42897298.0	loss	8	140	pdac
MIR4469	100616115	42896196.0	42896274.0	gain	12	140	pdac
MIR4469	100616115	42896196.0	42896274.0	loss	8	140	pdac
HOOK3	84376	42896977.0	43030534.0	gain	12	140	pdac
HOOK3	84376	42896977.0	43030534.0	loss	8	140	pdac
FNTA	2339	43056322.0	43085784.0	gain	16	140	pdac
FNTA	2339	43056322.0	43085784.0	loss	5	140	pdac
POMK	84197	43093514.0	43123433.0	gain	16	140	pdac
POMK	84197	43093514.0	43123433.0	loss	5	140	pdac
HGSNAT	138050	43140463.0	43202854.0	gain	16	140	pdac
HGSNAT	138050	43140463.0	43202854.0	loss	5	140	pdac
POTEA	340441	43292369.0	43365174.0	gain	16	140	pdac
POTEA	340441	43292369.0	43365174.0	loss	5	140	pdac
LINC00293	497634	46840885.0	46855784.0	gain	16	140	pdac
LINC00293	497634	46840885.0	46855784.0	loss	5	140	pdac
LOC100287846	100287846	47189306.0	47193261.0	gain	16	140	pdac
LOC100287846	100287846	47189306.0	47193261.0	loss	2	140	pdac
SPIDR	23514	47260877.0	47736305.0	gain	18	140	pdac
SPIDR	23514	47260877.0	47736305.0	loss	2	140	pdac
CEBPD	1052	47736912.0	47738163.0	gain	18	140	pdac
CEBPD	1052	47736912.0	47738163.0	loss	2	140	pdac
PRKDC	5591	47773110.0	47960135.0	gain	18	140	pdac
PRKDC	5591	47773110.0	47960135.0	loss	2	140	pdac
MCM4	4173	47960940.0	47978159.0	gain	18	140	pdac
MCM4	4173	47960940.0	47978159.0	loss	2	140	pdac
UBE2V2	7336	47997436.0	48064707.0	gain	18	140	pdac
UBE2V2	7336	47997436.0	48064707.0	loss	2	140	pdac
LOC101929268	101929268	48551566.0	48698509.0	gain	18	140	pdac
LOC101929268	101929268	48551566.0	48698509.0	loss	2	140	pdac
LOC101929217	101929217	48620402.0	48623894.0	gain	18	140	pdac
LOC101929217	101929217	48620402.0	48623894.0	loss	2	140	pdac
CLXN	79645	48710788.0	48735310.0	gain	19	140	pdac
CLXN	79645	48710788.0	48735310.0	loss	2	140	pdac
SNAI2	6591	48917597.0	48921428.0	gain	19	140	pdac
SNAI2	6591	48917597.0	48921428.0	loss	2	140	pdac
PPDPFL	492307	49054335.0	49076092.0	gain	19	140	pdac
PPDPFL	492307	49054335.0	49076092.0	loss	2	140	pdac
LOC100507464	100507464	49496762.0	49512179.0	gain	19	140	pdac
LOC100507464	100507464	49496762.0	49512179.0	loss	2	140	pdac
SNTG1	54212	49909795.0	50796691.0	gain	18	140	pdac
SNTG1	54212	49909795.0	50796691.0	loss	3	140	pdac
PXDNL	137902	51319576.0	51809444.0	gain	20	140	pdac
PXDNL	137902	51319576.0	51809444.0	loss	2	140	pdac
PCMTD1	115294	51817574.0	51899185.0	gain	20	140	pdac
PCMTD1	115294	51817574.0	51899185.0	loss	2	140	pdac
ST18	9705	52110837.0	52409878.0	gain	20	140	pdac
ST18	9705	52110837.0	52409878.0	loss	2	140	pdac
LOC101929341	101929341	52194361.0	52199551.0	gain	20	140	pdac
LOC101929341	101929341	52194361.0	52199551.0	loss	2	140	pdac
ALKAL1	389658	52534036.0	52565429.0	gain	20	140	pdac
ALKAL1	389658	52534036.0	52565429.0	loss	2	140	pdac
RB1CC1	9821	52622457.0	52714434.0	gain	20	140	pdac
RB1CC1	9821	52622457.0	52714434.0	loss	2	140	pdac
NPBWR1	2831	52939181.0	52943733.0	gain	20	140	pdac
NPBWR1	2831	52939181.0	52943733.0	loss	2	140	pdac
OPRK1	4986	53225723.0	53251636.0	gain	20	140	pdac
OPRK1	4986	53225723.0	53251636.0	loss	2	140	pdac
ATP6V1H	51606	53715542.0	53843244.0	gain	20	140	pdac
ATP6V1H	51606	53715542.0	53843244.0	loss	2	140	pdac
RGS20	8601	53851794.0	53959303.0	gain	20	140	pdac
RGS20	8601	53851794.0	53959303.0	loss	2	140	pdac
TCEA1	6917	53966555.0	54022447.0	gain	20	140	pdac
TCEA1	6917	53966555.0	54022447.0	loss	2	140	pdac
LYPLA1	10434	54046366.0	54101946.0	gain	20	140	pdac
LYPLA1	10434	54046366.0	54101946.0	loss	2	140	pdac
MRPL15	29088	54135240.0	54148513.0	gain	20	140	pdac
MRPL15	29088	54135240.0	54148513.0	loss	2	140	pdac
RNU105C	26766	54330685.0	54330894.0	gain	20	140	pdac
RNU105C	26766	54330685.0	54330894.0	loss	2	140	pdac
SOX17	64321	54457934.0	54460891.0	gain	20	140	pdac
SOX17	64321	54457934.0	54460891.0	loss	2	140	pdac
RP1	6101	54559184.0	54871233.0	gain	20	140	pdac
RP1	6101	54559184.0	54871233.0	loss	2	140	pdac
XKR4	114786	55102027.0	55542053.0	gain	20	140	pdac
XKR4	114786	55102027.0	55542053.0	loss	2	140	pdac
SBF1P1	100133234	55449196.0	55455320.0	gain	20	140	pdac
SBF1P1	100133234	55449196.0	55455320.0	loss	2	140	pdac
XKR4-AS1	105375843	55517186.0	55520977.0	gain	20	140	pdac
XKR4-AS1	105375843	55517186.0	55520977.0	loss	2	140	pdac
TMEM68	137695	55738757.0	55773377.0	gain	20	140	pdac
TMEM68	137695	55738757.0	55773377.0	loss	2	140	pdac
TGS1	96764	55773445.0	55826444.0	gain	20	140	pdac
TGS1	96764	55773445.0	55826444.0	loss	2	140	pdac
LYN	4067	55879834.0	56014168.0	gain	20	140	pdac
LYN	4067	55879834.0	56014168.0	loss	2	140	pdac
RPS20	6224	56067253.0	56074505.0	gain	20	140	pdac
RPS20	6224	56067253.0	56074505.0	loss	2	140	pdac
SNORD54	26795	56073838.0	56073900.0	gain	20	140	pdac
SNORD54	26795	56073838.0	56073900.0	loss	2	140	pdac
MOS	4342	56112941.0	56113981.0	gain	20	140	pdac
MOS	4342	56112941.0	56113981.0	loss	2	140	pdac
PLAG1	5324	56160908.0	56211272.0	gain	20	140	pdac
PLAG1	5324	56160908.0	56211272.0	loss	2	140	pdac
CHCHD7	79145	56211788.0	56218808.0	gain	20	140	pdac
CHCHD7	79145	56211788.0	56218808.0	loss	2	140	pdac
SDR16C5	195814	56300004.0	56320174.0	gain	20	140	pdac
SDR16C5	195814	56300004.0	56320174.0	loss	2	140	pdac
SDR16C6P	442388	56374717.0	56390709.0	gain	20	140	pdac
SDR16C6P	442388	56374717.0	56390709.0	loss	2	140	pdac
PENK	5179	56440956.0	56446640.0	gain	20	140	pdac
PENK	5179	56440956.0	56446640.0	loss	2	140	pdac
PENK-AS1	101929415	56445806.0	56552066.0	gain	20	140	pdac
PENK-AS1	101929415	56445806.0	56552066.0	loss	2	140	pdac
LINC00968	100507632	56518317.0	56559822.0	gain	20	140	pdac
LINC00968	100507632	56518317.0	56559822.0	loss	2	140	pdac
BPNT2	54928	56957930.0	56993866.0	gain	20	140	pdac
BPNT2	54928	56957930.0	56993866.0	loss	2	140	pdac
LINC01606	100507651	57218275.0	57232953.0	gain	20	140	pdac
LINC01606	100507651	57218275.0	57232953.0	loss	2	140	pdac
LOC286177	286177	57261225.0	57266610.0	gain	20	140	pdac
LOC286177	286177	57261225.0	57266610.0	loss	2	140	pdac
LINC00588	26138	57279542.0	57284730.0	gain	20	140	pdac
LINC00588	26138	57279542.0	57284730.0	loss	2	140	pdac
LOC101929488	101929488	57343786.0	57364856.0	gain	20	140	pdac
LOC101929488	101929488	57343786.0	57364856.0	loss	2	140	pdac
LINC03018	286178	57746148.0	57750196.0	gain	20	140	pdac
LINC03018	286178	57746148.0	57750196.0	loss	2	140	pdac
LINC01602	100505477	57978357.0	57984125.0	gain	20	140	pdac
LINC01602	100505477	57978357.0	57984125.0	loss	2	140	pdac
FAM110B	90362	57994522.0	58148783.0	gain	20	140	pdac
FAM110B	90362	57994522.0	58148783.0	loss	2	140	pdac
LOC101929528	101929528	58255770.0	58272100.0	gain	20	140	pdac
LOC101929528	101929528	58255770.0	58272100.0	loss	2	140	pdac
UBXN2B	137886	58411360.0	58451500.0	gain	20	140	pdac
UBXN2B	137886	58411360.0	58451500.0	loss	2	140	pdac
CYP7A1	1581	58490177.0	58500162.0	gain	20	140	pdac
CYP7A1	1581	58490177.0	58500162.0	loss	2	140	pdac
SDCBP	6386	58553260.0	58582857.0	gain	20	140	pdac
SDCBP	6386	58553260.0	58582857.0	loss	2	140	pdac
NSMAF	8439	58583503.0	58659852.0	gain	21	140	pdac
NSMAF	8439	58583503.0	58659852.0	loss	2	140	pdac
TOX	9760	58805411.0	59119146.0	gain	21	140	pdac
TOX	9760	58805411.0	59119146.0	loss	2	140	pdac
CA8	767	60185411.0	60281399.0	gain	21	140	pdac
CA8	767	60185411.0	60281399.0	loss	2	140	pdac
LINC01301	100505532	60402170.0	60413817.0	gain	21	140	pdac
LINC01301	100505532	60402170.0	60413817.0	loss	2	140	pdac
RAB2A	5862	60516909.0	60623643.0	gain	21	140	pdac
RAB2A	5862	60516909.0	60623643.0	loss	2	140	pdac
CHD7	55636	60678739.0	60868027.0	gain	21	140	pdac
CHD7	55636	60678739.0	60868027.0	loss	2	140	pdac
CLVS1	157807	60964847.0	61501628.0	gain	21	140	pdac
CLVS1	157807	60964847.0	61501628.0	loss	2	140	pdac
LOC100130298	100130298	60966120.0	60967747.0	gain	21	140	pdac
LOC100130298	100130298	60966120.0	60967747.0	loss	2	140	pdac
ASPH	444	61500555.0	61714591.0	gain	21	140	pdac
ASPH	444	61500555.0	61714591.0	loss	2	140	pdac
MIR4470	100616484	61714787.0	61714858.0	gain	21	140	pdac
MIR4470	100616484	61714787.0	61714858.0	loss	2	140	pdac
NKAIN3	286183	62248853.0	62999651.0	gain	22	140	pdac
NKAIN3	286183	62248853.0	62999651.0	loss	2	140	pdac
GGH	8836	63015078.0	63038805.0	gain	22	140	pdac
GGH	8836	63015078.0	63038805.0	loss	2	140	pdac
TTPA	7274	63059487.0	63086052.0	gain	22	140	pdac
TTPA	7274	63059487.0	63086052.0	loss	2	140	pdac
YTHDF3-DT	101410533	63167724.0	63168441.0	gain	22	140	pdac
YTHDF3-DT	101410533	63167724.0	63168441.0	loss	2	140	pdac
YTHDF3	253943	63168552.0	63212787.0	gain	22	140	pdac
YTHDF3	253943	63168552.0	63212787.0	loss	2	140	pdac
LOC102724612	102724612	63465848.0	63475481.0	gain	22	140	pdac
LOC102724612	102724612	63465848.0	63475481.0	loss	2	140	pdac
LINC01289	286184	63769429.0	63785500.0	gain	22	140	pdac
LINC01289	286184	63769429.0	63785500.0	loss	2	140	pdac
LINC01414	102724623	63856942.0	64368557.0	gain	22	140	pdac
LINC01414	102724623	63856942.0	64368557.0	loss	2	140	pdac
MIR124-2HG	100130155	64373217.0	64387503.0	gain	22	140	pdac
MIR124-2HG	100130155	64373217.0	64387503.0	loss	2	140	pdac
MIR124-2	406908	64379148.0	64379256.0	gain	22	140	pdac
MIR124-2	406908	64379148.0	64379256.0	loss	2	140	pdac
BHLHE22-AS1	401463	64574307.0	64581891.0	gain	22	140	pdac
BHLHE22-AS1	401463	64574307.0	64581891.0	loss	2	140	pdac
BHLHE22	27319	64580364.0	64583626.0	gain	22	140	pdac
BHLHE22	27319	64580364.0	64583626.0	loss	2	140	pdac
CYP7B1	9420	64586574.0	64798736.0	gain	22	140	pdac
CYP7B1	9420	64586574.0	64798736.0	loss	2	140	pdac
LINC00251	552859	65161144.0	65180339.0	gain	22	140	pdac
LINC00251	552859	65161144.0	65180339.0	loss	2	140	pdac
LINC01299	286186	65527007.0	65562665.0	gain	22	140	pdac
LINC01299	286186	65527007.0	65562665.0	loss	2	140	pdac
ARMC1	55156	65602457.0	65634176.0	gain	22	140	pdac
ARMC1	55156	65602457.0	65634176.0	loss	2	140	pdac
MTFR1	9650	65643888.0	65778597.0	gain	22	140	pdac
MTFR1	9650	65643888.0	65778597.0	loss	2	140	pdac
PDE7A	5150	65714333.0	65842063.0	gain	22	140	pdac
PDE7A	5150	65714333.0	65842063.0	loss	2	140	pdac
DNAJC5B	85479	66014977.0	66101244.0	gain	22	140	pdac
DNAJC5B	85479	66014977.0	66101244.0	loss	2	140	pdac
TRIM55	84675	66113350.0	66175484.0	gain	22	140	pdac
TRIM55	84675	66113350.0	66175484.0	loss	2	140	pdac
CRH	1392	66176375.0	66178463.0	gain	22	140	pdac
CRH	1392	66176375.0	66178463.0	loss	2	140	pdac
LINC00967	100505659	66192113.0	66197318.0	gain	22	140	pdac
LINC00967	100505659	66192113.0	66197318.0	loss	2	140	pdac
RRS1-DT	100505676	66419586.0	66428976.0	gain	22	140	pdac
RRS1-DT	100505676	66419586.0	66428976.0	loss	2	140	pdac
RRS1	23212	66429013.0	66430732.0	gain	22	140	pdac
RRS1	23212	66429013.0	66430732.0	loss	2	140	pdac
ADHFE1	137872	66432503.0	66468906.0	gain	22	140	pdac
ADHFE1	137872	66432503.0	66468906.0	loss	2	140	pdac
VXN	254778	66493565.0	66518523.0	gain	22	140	pdac
VXN	254778	66493565.0	66518523.0	loss	2	140	pdac
MYBL1	4603	66562174.0	66613217.0	gain	22	140	pdac
MYBL1	4603	66562174.0	66613217.0	loss	2	140	pdac
VCPIP1	80124	66628486.0	66667230.0	gain	22	140	pdac
VCPIP1	80124	66628486.0	66667230.0	loss	2	140	pdac
C8orf44	56260	66667595.0	66681530.0	gain	22	140	pdac
C8orf44-SGK3	100533105	66667595.0	66862021.0	gain	22	140	pdac
C8orf44	56260	66667595.0	66681530.0	loss	2	140	pdac
C8orf44-SGK3	100533105	66667595.0	66862021.0	loss	2	140	pdac
SGK3	23678	66712780.0	66862021.0	gain	22	140	pdac
SGK3	23678	66712780.0	66862021.0	loss	2	140	pdac
PTTG3P	26255	66767328.0	66768033.0	gain	22	140	pdac
PTTG3P	26255	66767328.0	66768033.0	loss	2	140	pdac
MCMDC2	157777	66870770.0	66926381.0	gain	22	140	pdac
MCMDC2	157777	66870770.0	66926381.0	loss	2	140	pdac
SNHG6	641638	66921689.0	66925540.0	gain	22	140	pdac
SNHG6	641638	66921689.0	66925540.0	loss	2	140	pdac
SNORD87	641648	66922473.0	66922548.0	gain	22	140	pdac
SNORD87	641648	66922473.0	66922548.0	loss	2	140	pdac
TCF24	100129654	66946500.0	66962590.0	gain	22	140	pdac
TCF24	100129654	66946500.0	66962590.0	loss	2	140	pdac
PPP1R42	286187	66964102.0	67028553.0	gain	22	140	pdac
PPP1R42	286187	66964102.0	67028553.0	loss	2	140	pdac
COPS5	10987	67043078.0	67062132.0	gain	22	140	pdac
COPS5	10987	67043078.0	67062132.0	loss	2	140	pdac
CSPP1	79848	67064367.0	67196613.0	gain	22	140	pdac
CSPP1	79848	67064367.0	67196613.0	loss	2	140	pdac
