,,amplifications,neutral,deletions,average
FTL,ENSG00000087086.14,0.0,110.0,0.0,0.020234400000000003
FTMT,ENSG00000181867.2,29.0,80.0,1.0,0.1594493636363636
FTO,ENSG00000140718.20,9.0,100.0,1.0,0.06996431818181818
FTSJ1,ENSG00000068438.14,2.0,101.0,7.0,-0.0014951000000000038
FTSJ3,ENSG00000108592.16,2.0,106.0,2.0,0.012198500000000001
FUBP1,ENSG00000162613.16,0.0,105.0,5.0,-0.013817345454545459
FUBP3,ENSG00000107164.15,0.0,92.0,18.0,-0.06816834545454545
FUCA1,ENSG00000179163.11,0.0,101.0,9.0,-0.033729690909090906
FUCA2,ENSG00000001036.13,0.0,89.0,21.0,-0.09388440909090912
FUK,ENSG00000157353.16,9.0,99.0,2.0,0.06645217272727275
FUNDC1,ENSG00000069509.5,2.0,101.0,7.0,-0.0002775545454545486
FUNDC2,ENSG00000165775.17,5.0,98.0,7.0,0.015954427272727275
FUOM,ENSG00000148803.11,0.0,96.0,14.0,-0.04571101818181817
FURIN,ENSG00000140564.11,0.0,105.0,5.0,-0.01730132727272727
FUS,ENSG00000089280.18,8.0,102.0,0.0,0.07704834545454546
FUT1,ENSG00000174951.10,0.0,110.0,0.0,0.020234400000000003
FUT10,ENSG00000172728.15,0.0,86.0,24.0,-0.0889670909090909
FUT11,ENSG00000196968.10,0.0,99.0,11.0,-0.03528541818181817
FUT2,ENSG00000176920.11,0.0,110.0,0.0,0.020234400000000003
FUT3,ENSG00000171124.12,0.0,108.0,2.0,0.008649218181818182
FUT4,ENSG00000196371.3,0.0,106.0,4.0,-0.0029426272727272732
FUT5,ENSG00000130383.7,0.0,108.0,2.0,0.008649218181818182
FUT6,ENSG00000156413.13,0.0,108.0,2.0,0.008649218181818182
FUT7,ENSG00000180549.7,0.0,92.0,18.0,-0.06979948181818182
FUT8,ENSG00000033170.16,0.0,71.0,39.0,-0.13824843636363632
FUT9,ENSG00000172461.10,0.0,93.0,17.0,-0.07378624545454547
FUZ,ENSG00000010361.13,0.0,110.0,0.0,0.020234400000000003
FXN,ENSG00000165060.11,0.0,92.0,18.0,-0.06674600000000001
FXR1,ENSG00000114416.17,5.0,94.0,11.0,0.008214372727272719
FXR2,ENSG00000129245.11,0.0,105.0,5.0,-0.02019069999999999
FXYD1,ENSG00000266964.5,0.0,110.0,0.0,0.02056940909090909
FXYD2,ENSG00000137731.13,0.0,105.0,5.0,-0.00546772727272727
FXYD3,ENSG00000089356.18,0.0,110.0,0.0,0.02056940909090909
FXYD4,ENSG00000150201.14,0.0,103.0,7.0,-0.023256045454545456
FXYD5,ENSG00000089327.14,0.0,110.0,0.0,0.02056940909090909
FXYD6,ENSG00000137726.16,0.0,105.0,5.0,-0.00546772727272727
FXYD7,ENSG00000221946.7,0.0,110.0,0.0,0.02056940909090909
FYB,ENSG00000082074.15,10.0,98.0,2.0,0.08040775454545455
FYCO1,ENSG00000163820.14,0.0,22.0,88.0,-0.32303292727272714
FYN,ENSG00000010810.17,0.0,91.0,19.0,-0.08165740000000003
FYTTD1,ENSG00000122068.12,5.0,94.0,11.0,0.005093227272727272
FZD1,ENSG00000157240.3,15.0,93.0,2.0,0.10387419090909095
FZD10,ENSG00000111432.4,6.0,104.0,0.0,0.059521890909090894
FZD2,ENSG00000180340.6,0.0,108.0,2.0,0.0026803181818181804
FZD3,ENSG00000104290.10,0.0,85.0,25.0,-0.09376359090909091
FZD4,ENSG00000174804.3,0.0,107.0,3.0,0.00045121818181818304
FZD5,ENSG00000163251.3,3.0,100.0,7.0,0.003973036363636364
FZD6,ENSG00000164930.11,4.0,99.0,7.0,0.017532463636363637
FZD7,ENSG00000155760.2,4.0,100.0,6.0,0.014445845454545464
FZD8,ENSG00000177283.7,0.0,104.0,6.0,-0.019231363636363644
FZD9,ENSG00000188763.4,17.0,91.0,2.0,0.11138960909090913
FZR1,ENSG00000105325.13,0.0,108.0,2.0,0.00845797272727273
G0S2,ENSG00000123689.5,5.0,103.0,2.0,0.02545550909090911
G2E3,ENSG00000092140.14,0.0,78.0,32.0,-0.11251698181818172
G3BP1,ENSG00000145907.14,38.0,72.0,0.0,0.20316744545454535
G3BP2,ENSG00000138757.14,0.0,102.0,8.0,-0.02478095454545454
G6PC,ENSG00000131482.9,0.0,108.0,2.0,0.0013882636363636348
G6PC2,ENSG00000152254.10,8.0,100.0,2.0,0.051190409090909064
G6PC3,ENSG00000141349.8,0.0,108.0,2.0,0.0026803181818181804
G6PD,ENSG00000160211.15,4.0,99.0,7.0,0.010949627272727276
GAA,ENSG00000171298.12,2.0,106.0,2.0,0.010272072727272728
GAB1,ENSG00000109458.8,0.0,101.0,9.0,-0.03152627272727271
GAB2,ENSG00000033327.12,0.0,108.0,2.0,0.003906572727272728
GAB3,ENSG00000160219.11,5.0,98.0,7.0,0.01593359090909091
GAB4,ENSG00000215568.7,1.0,105.0,4.0,0.00036502727272727227
GABARAP,ENSG00000170296.9,0.0,105.0,5.0,-0.0167727909090909
GABARAPL1,ENSG00000139112.10,6.0,104.0,0.0,0.05905741818181819
GABARAPL2,ENSG00000034713.7,9.0,99.0,2.0,0.06612516363636366
GABBR1,ENSG00000204681.10,0.0,99.0,11.0,-0.051361936363636375
GABBR2,ENSG00000136928.6,0.0,92.0,18.0,-0.06717181818181818
GABPA,ENSG00000154727.10,3.0,105.0,2.0,0.014011354545454541
GABPB1,ENSG00000104064.16,0.0,105.0,5.0,-0.011495472727272728
GABPB2,ENSG00000143458.11,3.0,104.0,3.0,0.01503538181818182
GABRA1,ENSG00000022355.16,39.0,71.0,0.0,0.20537714545454538
GABRA2,ENSG00000151834.15,0.0,103.0,7.0,-0.02294943636363636
GABRA3,ENSG00000011677.12,2.0,101.0,7.0,0.0024163363636363635
GABRA4,ENSG00000109158.10,0.0,103.0,7.0,-0.02294943636363636
GABRA5,ENSG00000186297.11,0.0,106.0,4.0,-0.011575199999999999
GABRA6,ENSG00000145863.10,39.0,71.0,0.0,0.20551775454545448
GABRB1,ENSG00000163288.13,0.0,103.0,7.0,-0.02294943636363636
GABRB2,ENSG00000145864.12,39.0,71.0,0.0,0.20551775454545448
GABRB3,ENSG00000166206.14,0.0,106.0,4.0,-0.011575199999999999
GABRD,ENSG00000187730.8,0.0,103.0,7.0,-0.029565472727272724
GABRE,ENSG00000102287.18,2.0,101.0,7.0,0.0024163363636363635
GABRG1,ENSG00000163285.7,0.0,103.0,7.0,-0.021956163636363633
GABRG2,ENSG00000113327.15,39.0,71.0,0.0,0.20537714545454538
GABRG3,ENSG00000182256.12,0.0,106.0,4.0,-0.011575199999999999
GABRP,ENSG00000094755.16,39.0,71.0,0.0,0.2051657181818181
GABRQ,ENSG00000268089.2,2.0,101.0,7.0,0.0024163363636363635
GABRR1,ENSG00000146276.11,0.0,93.0,17.0,-0.07371025454545455
GABRR2,ENSG00000111886.10,0.0,93.0,17.0,-0.07371025454545455
GABRR3,ENSG00000183185.9,0.0,80.0,30.0,-0.08288939090909088
GAD1,ENSG00000128683.13,8.0,100.0,2.0,0.051847163636363595
GAD2,ENSG00000136750.11,0.0,103.0,7.0,-0.022484963636363646
GADD45A,ENSG00000116717.11,0.0,106.0,4.0,-0.01255911818181819
GADD45B,ENSG00000099860.8,0.0,108.0,2.0,0.008344936363636367
GADD45G,ENSG00000130222.10,0.0,92.0,18.0,-0.067383
GADD45GIP1,ENSG00000179271.2,0.0,109.0,1.0,0.014606672727272731
GADL1,ENSG00000144644.14,0.0,22.0,88.0,-0.3228311818181817
GAGE1,ENSG00000205777.17,2.0,101.0,7.0,0.0014801272727272697
GAGE10,ENSG00000215274.5,2.0,101.0,7.0,-0.0003982909090909114
GAGE12B,ENSG00000236737.1,2.0,101.0,7.0,0.0014801272727272697
GAGE12C,ENSG00000237671.3,2.0,101.0,7.0,0.0014801272727272697
GAGE12D,ENSG00000227488.2,2.0,101.0,7.0,0.0014801272727272697
GAGE12E,ENSG00000216649.3,2.0,101.0,7.0,0.0014801272727272697
GAGE12F,ENSG00000236362.8,2.0,101.0,7.0,0.0014801272727272697
GAGE12G,ENSG00000215269.5,2.0,101.0,7.0,0.0014801272727272697
GAGE12H,ENSG00000224902.5,2.0,101.0,7.0,0.0014801272727272697
GAGE12J,ENSG00000224659.2,2.0,101.0,7.0,0.0017606636363636343
GAGE13,ENSG00000274274.1,2.0,101.0,7.0,0.0017606636363636343
GAGE2A,ENSG00000189064.8,2.0,101.0,7.0,0.0014801272727272697
GAGE2E,ENSG00000275113.1,2.0,101.0,7.0,0.0017606636363636343
GAK,ENSG00000178950.16,1.0,100.0,9.0,-0.028579572727272733
GAL,ENSG00000069482.6,0.0,109.0,1.0,0.006330027272727276
GAL3ST1,ENSG00000128242.12,1.0,106.0,3.0,0.004408427272727274
GAL3ST2,ENSG00000154252.11,3.0,98.0,9.0,-0.008857281818181819
GAL3ST3,ENSG00000175229.6,0.0,109.0,1.0,0.006337154545454547
GAL3ST4,ENSG00000197093.10,15.0,93.0,2.0,0.10660907272727274
GALC,ENSG00000054983.16,0.0,71.0,39.0,-0.13406650909090903
GALE,ENSG00000117308.14,0.0,101.0,9.0,-0.033729690909090906
GALK1,ENSG00000108479.11,2.0,106.0,2.0,0.015303381818181815
GALK2,ENSG00000156958.14,0.0,105.0,5.0,-0.011495472727272728
GALM,ENSG00000143891.16,3.0,105.0,2.0,0.03201278181818181
GALNS,ENSG00000141012.12,8.0,99.0,3.0,0.06205425454545457
GALNT1,ENSG00000141429.13,0.0,96.0,14.0,-0.04638627272727271
GALNT10,ENSG00000164574.15,38.0,72.0,0.0,0.20316744545454535
GALNT11,ENSG00000178234.12,15.0,92.0,3.0,0.09303132727272721
GALNT12,ENSG00000119514.6,0.0,92.0,18.0,-0.06717181818181818
GALNT13,ENSG00000144278.14,6.0,102.0,2.0,0.042263400000000007
GALNT14,ENSG00000158089.14,3.0,105.0,2.0,0.03152820909090909
GALNT15,ENSG00000131386.17,0.0,24.0,86.0,-0.31863705454545455
GALNT16,ENSG00000100626.16,0.0,71.0,39.0,-0.1384116636363636
GALNT18,ENSG00000110328.5,0.0,108.0,2.0,0.008938409090909089
GALNT2,ENSG00000143641.9,5.0,102.0,3.0,0.019325754545454547
GALNT3,ENSG00000115339.13,7.0,101.0,2.0,0.04794017272727272
GALNT4,ENSG00000257594.3,6.0,104.0,0.0,0.06063241818181818
GALNT5,ENSG00000136542.8,7.0,101.0,2.0,0.04510585454545455
GALNT6,ENSG00000139629.15,6.0,104.0,0.0,0.060286845454545455
GALNT7,ENSG00000109586.11,2.0,95.0,13.0,-0.04494686363636364
GALNT8,ENSG00000130035.6,6.0,104.0,0.0,0.05593095454545455
GALNT9,ENSG00000182870.12,6.0,104.0,0.0,0.059166845454545446
GALNTL5,ENSG00000106648.13,15.0,92.0,3.0,0.0932480545454545
GALNTL6,ENSG00000174473.15,1.0,96.0,13.0,-0.048269145454545456
GALP,ENSG00000197487.8,0.0,110.0,0.0,0.020000436363636364
GALR1,ENSG00000166573.5,0.0,95.0,15.0,-0.05068742727272726
GALR2,ENSG00000182687.3,2.0,106.0,2.0,0.013940390909090912
GALR3,ENSG00000128310.2,1.0,106.0,3.0,0.004289263636363635
GALT,ENSG00000213930.11,0.0,94.0,16.0,-0.05756109999999998
GAMT,ENSG00000130005.12,0.0,108.0,2.0,0.008286781818181823
GAN,ENSG00000261609.5,9.0,98.0,3.0,0.06060134545454547
GANAB,ENSG00000089597.16,0.0,109.0,1.0,0.008053454545454546
GANC,ENSG00000214013.9,0.0,105.0,5.0,-0.011666909090909094
GAP43,ENSG00000172020.12,0.0,85.0,25.0,-0.06307537272727272
GAPDH,ENSG00000111640.14,6.0,104.0,0.0,0.05714212727272727
GAPDHS,ENSG00000105679.8,0.0,110.0,0.0,0.02056940909090909
GAPT,ENSG00000175857.8,12.0,96.0,2.0,0.08212425454545454
GAPVD1,ENSG00000165219.21,0.0,92.0,18.0,-0.06768303636363637
GAR1,ENSG00000109534.16,0.0,101.0,9.0,-0.03031609090909089
GAREM1,ENSG00000141441.15,0.0,96.0,14.0,-0.04638627272727271
GAREM2,ENSG00000157833.12,3.0,105.0,2.0,0.03153442727272727
GARNL3,ENSG00000136895.18,0.0,92.0,18.0,-0.06812657272727272
GARS,ENSG00000106105.13,15.0,93.0,2.0,0.10819503636363635
GART,ENSG00000159131.16,3.0,105.0,2.0,0.013707490909090908
GAS1,ENSG00000180447.6,0.0,92.0,18.0,-0.0673632
GAS2,ENSG00000148935.10,0.0,108.0,2.0,0.005017799999999999
GAS2L1,ENSG00000185340.15,1.0,106.0,3.0,0.0043009272727272735
GAS2L2,ENSG00000270765.5,0.0,108.0,2.0,0.001404990909090909
GAS2L3,ENSG00000139354.10,5.0,105.0,0.0,0.058296136363636356
GAS6,ENSG00000183087.14,0.0,100.0,10.0,-0.021572200000000007
GAS7,ENSG00000007237.18,0.0,105.0,5.0,-0.019955218181818172
GAS8,ENSG00000141013.16,8.0,99.0,3.0,0.06312773636363637
GAST,ENSG00000184502.3,0.0,108.0,2.0,0.002626345454545453
GATA1,ENSG00000102145.13,2.0,101.0,7.0,-0.0011746727272727308
GATA2,ENSG00000179348.11,1.0,93.0,16.0,-0.02244169090909091
GATA3,ENSG00000107485.15,0.0,103.0,7.0,-0.022657509090909102
GATA4,ENSG00000136574.17,0.0,87.0,23.0,-0.08767421818181821
GATA5,ENSG00000130700.6,3.0,107.0,0.0,0.059591590909090886
GATA6,ENSG00000141448.8,0.0,97.0,13.0,-0.04254934545454544
GATAD1,ENSG00000157259.6,16.0,92.0,2.0,0.10802015454545456
GATAD2A,ENSG00000167491.17,0.0,109.0,1.0,0.014397654545454545
GATAD2B,ENSG00000143614.9,3.0,104.0,3.0,0.013469054545454547
GATB,ENSG00000059691.11,0.0,97.0,13.0,-0.051565472727272715
GATC,ENSG00000257218.5,6.0,104.0,0.0,0.059711318181818164
GATM,ENSG00000171766.15,0.0,105.0,5.0,-0.011626172727272729
GATS,ENSG00000239521.7,15.0,93.0,2.0,0.10660907272727274
GATSL2,ENSG00000274070.1,16.0,92.0,2.0,0.11168180000000003
GATSL3,ENSG00000239282.7,1.0,106.0,3.0,0.004408427272727274
GBA,ENSG00000177628.15,3.0,104.0,3.0,0.014429636363636361
GBA2,ENSG00000070610.14,0.0,94.0,16.0,-0.05757647272727271
GBAS,ENSG00000146729.9,14.0,94.0,2.0,0.10152330909090915
GBE1,ENSG00000114480.12,0.0,53.0,57.0,-0.19816463636363624
GBF1,ENSG00000107862.4,0.0,99.0,11.0,-0.036385999999999995
GBGT1,ENSG00000148288.11,0.0,92.0,18.0,-0.06894649090909091
GBP1,ENSG00000117228.9,0.0,104.0,6.0,-0.015323881818181825
GBP2,ENSG00000162645.12,0.0,104.0,6.0,-0.015323881818181825
GBP3,ENSG00000117226.11,0.0,104.0,6.0,-0.015323881818181825
GBP4,ENSG00000162654.8,0.0,104.0,6.0,-0.015323881818181825
GBP5,ENSG00000154451.14,0.0,104.0,6.0,-0.015323881818181825
GBP6,ENSG00000183347.14,0.0,104.0,6.0,-0.015323881818181825
GBP7,ENSG00000213512.1,0.0,104.0,6.0,-0.015323881818181825
GBX1,ENSG00000164900.4,15.0,92.0,3.0,0.0942794636363636
GBX2,ENSG00000168505.6,3.0,98.0,9.0,-0.008204
GC,ENSG00000145321.12,1.0,101.0,8.0,-0.022677118181818175
GCA,ENSG00000115271.10,7.0,101.0,2.0,0.04794017272727272
GCAT,ENSG00000100116.16,1.0,106.0,3.0,0.004289263636363635
GCC1,ENSG00000179562.2,15.0,93.0,2.0,0.09703821818181821
GCC2,ENSG00000135968.20,3.0,105.0,2.0,0.03193434545454546
GCDH,ENSG00000105607.12,0.0,109.0,1.0,0.014606672727272731
GCFC2,ENSG00000005436.13,3.0,105.0,2.0,0.03076884545454546
GCG,ENSG00000115263.14,7.0,101.0,2.0,0.04794017272727272
GCGR,ENSG00000215644.9,2.0,106.0,2.0,0.0101453
GCH1,ENSG00000131979.18,0.0,75.0,35.0,-0.12496235454545453
GCHFR,ENSG00000137880.5,0.0,105.0,5.0,-0.011678118181818182
GCK,ENSG00000106633.15,15.0,93.0,2.0,0.10698680909090913
GCKR,ENSG00000084734.8,3.0,105.0,2.0,0.03129782727272727
GCLC,ENSG00000001084.10,0.0,98.0,12.0,-0.05265443636363637
GCLM,ENSG00000023909.9,0.0,104.0,6.0,-0.015295172727272736
GCM1,ENSG00000137270.10,0.0,98.0,12.0,-0.05265443636363637
GCM2,ENSG00000124827.6,0.0,99.0,11.0,-0.051338154545454553
GCN1,ENSG00000089154.10,6.0,104.0,0.0,0.059711318181818164
GCNA,ENSG00000147174.11,3.0,100.0,7.0,-0.0010060545454545421
GCNT1,ENSG00000187210.12,0.0,92.0,18.0,-0.06691574545454546
GCNT2,ENSG00000111846.16,0.0,99.0,11.0,-0.051338154545454553
GCNT3,ENSG00000140297.12,0.0,105.0,5.0,-0.0114734
GCNT4,ENSG00000176928.5,13.0,95.0,2.0,0.08429265454545454
GCNT7,ENSG00000124091.9,3.0,107.0,0.0,0.05914841818181816
GCOM1,ENSG00000137878.16,0.0,105.0,5.0,-0.011495472727272728
GCSAM,ENSG00000174500.12,0.0,84.0,26.0,-0.06702468181818182
GCSAML,ENSG00000169224.12,5.0,102.0,3.0,0.01871326363636364
GCSH,ENSG00000140905.10,9.0,98.0,3.0,0.06060134545454547
GDA,ENSG00000119125.16,0.0,92.0,18.0,-0.0668067090909091
GDAP1,ENSG00000104381.12,4.0,96.0,10.0,0.003264154545454541
GDAP1L1,ENSG00000124194.16,3.0,107.0,0.0,0.059310845454545444
GDAP2,ENSG00000196505.10,0.0,104.0,6.0,-0.01446562727272728
GDE1,ENSG00000006007.11,8.0,102.0,0.0,0.07639650909090909
GDF1,ENSG00000130283.8,0.0,109.0,1.0,0.014397654545454545
GDF10,ENSG00000266524.2,0.0,101.0,9.0,-0.029941990909090905
GDF11,ENSG00000135414.9,6.0,104.0,0.0,0.060803800000000005
GDF15,ENSG00000130513.6,1.0,108.0,1.0,0.01767820909090909
GDF2,ENSG00000263761.2,0.0,100.0,10.0,-0.030834045454545454
GDF3,ENSG00000184344.3,6.0,104.0,0.0,0.05602644545454545
GDF5,ENSG00000125965.8,3.0,107.0,0.0,0.05691444545454544
GDF5OS,ENSG00000204183.1,3.0,107.0,0.0,0.05691444545454544
GDF6,ENSG00000156466.9,4.0,99.0,7.0,0.01572621818181818
GDF7,ENSG00000143869.6,3.0,105.0,2.0,0.03156038181818181
GDF9,ENSG00000164404.8,36.0,73.0,1.0,0.18973642727272716
GDI1,ENSG00000203879.11,3.0,100.0,7.0,0.004492636363636368
GDI2,ENSG00000057608.16,0.0,103.0,7.0,-0.022692600000000007
GDNF,ENSG00000168621.14,10.0,98.0,2.0,0.08040775454545455
GDPD1,ENSG00000153982.10,1.0,107.0,2.0,0.004434863636363633
GDPD2,ENSG00000130055.13,3.0,100.0,7.0,-0.0010030454545454524
GDPD3,ENSG00000102886.14,8.0,102.0,0.0,0.07708781818181819
GDPD4,ENSG00000178795.9,0.0,109.0,1.0,0.006505709090909095
GDPD5,ENSG00000158555.14,0.0,109.0,1.0,0.006230145454545457
GDPGP1,ENSG00000183208.12,0.0,105.0,5.0,-0.01725571818181818
GEM,ENSG00000164949.7,4.0,99.0,7.0,0.01572621818181818
GEMIN2,ENSG00000092208.16,0.0,76.0,34.0,-0.1208259272727272
GEMIN4,ENSG00000179409.10,0.0,105.0,5.0,-0.02020842727272727
GEMIN5,ENSG00000082516.8,38.0,72.0,0.0,0.20316744545454535
GEMIN6,ENSG00000152147.10,3.0,105.0,2.0,0.03201278181818181
GEMIN7,ENSG00000142252.10,0.0,110.0,0.0,0.02015255454545455
GEMIN8,ENSG00000046647.13,2.0,101.0,7.0,0.0010992818181818171
GEN1,ENSG00000178295.14,3.0,105.0,2.0,0.03386309999999999
GET4,ENSG00000239857.6,15.0,93.0,2.0,0.10637838181818182
GFAP,ENSG00000131095.12,1.0,107.0,2.0,0.005298509090909089
GFER,ENSG00000127554.12,8.0,102.0,0.0,0.07706532727272727
GFI1,ENSG00000162676.11,0.0,104.0,6.0,-0.015317072727272736
GFI1B,ENSG00000165702.13,0.0,92.0,18.0,-0.07687419999999998
GFM1,ENSG00000168827.14,2.0,97.0,11.0,0.0016138999999999984
GFM2,ENSG00000164347.17,13.0,95.0,2.0,0.08429265454545454
GFOD1,ENSG00000145990.10,0.0,99.0,11.0,-0.0513572090909091
GFOD2,ENSG00000141098.12,9.0,99.0,2.0,0.06644604545454547
GFPT1,ENSG00000198380.12,3.0,105.0,2.0,0.031198299999999995
GFPT2,ENSG00000131459.12,38.0,72.0,0.0,0.20238532727272723
GFRA1,ENSG00000151892.14,0.0,98.0,12.0,-0.03985513636363635
GFRA2,ENSG00000168546.10,0.0,86.0,24.0,-0.09123416363636362
GFRA3,ENSG00000146013.10,37.0,73.0,0.0,0.19777159090909083
GFRA4,ENSG00000125861.14,3.0,105.0,2.0,0.03923566363636364
GFRAL,ENSG00000187871.2,0.0,98.0,12.0,-0.05242788181818182
GFY,ENSG00000261949.5,0.0,110.0,0.0,0.020234400000000003
GGA1,ENSG00000100083.18,1.0,106.0,3.0,0.004289263636363635
GGA2,ENSG00000103365.15,8.0,102.0,0.0,0.07536796363636362
GGA3,ENSG00000125447.16,2.0,106.0,2.0,0.013037472727272728
GGACT,ENSG00000134864.10,0.0,100.0,10.0,-0.019499627272727266
GGCT,ENSG00000006625.17,15.0,93.0,2.0,0.10819503636363635
GGCX,ENSG00000115486.11,3.0,105.0,2.0,0.031053845454545457
GGH,ENSG00000137563.11,4.0,96.0,10.0,0.003239454545454537
GGN,ENSG00000179168.14,0.0,109.0,1.0,0.015476545454545456
GGNBP2,ENSG00000278311.4,0.0,108.0,2.0,0.002744772727272725
GGPS1,ENSG00000152904.11,5.0,102.0,3.0,0.016456845454545458
GGT1,ENSG00000100031.18,1.0,106.0,3.0,0.005266045454545454
GGT2,ENSG00000133475.16,1.0,106.0,3.0,0.0016432545454545438
GGT5,ENSG00000099998.17,1.0,106.0,3.0,0.0042589454545454535
GGT6,ENSG00000167741.10,0.0,105.0,5.0,-0.01990676363636363
GGT7,ENSG00000131067.16,3.0,107.0,0.0,0.0569409818181818
GGTLC1,ENSG00000149435.12,3.0,107.0,0.0,0.04711981818181819
GGTLC2,ENSG00000100121.12,1.0,106.0,3.0,0.005130518181818181
GGTLC3,ENSG00000274252.1,1.0,105.0,4.0,2.1490909090908884e-05
GH1,ENSG00000259384.6,2.0,106.0,2.0,0.012198500000000001
GH2,ENSG00000136487.17,2.0,106.0,2.0,0.012198500000000001
GHDC,ENSG00000167925.15,0.0,108.0,2.0,0.002626345454545453
GHITM,ENSG00000165678.20,0.0,99.0,11.0,-0.03629411818181818
GHR,ENSG00000112964.13,10.0,98.0,2.0,0.08040775454545455
GHRH,ENSG00000118702.9,3.0,107.0,0.0,0.05691444545454544
GHRHR,ENSG00000106128.18,15.0,93.0,2.0,0.10815277272727272
GHRL,ENSG00000157017.15,0.0,23.0,87.0,-0.32053992727272734
GHSR,ENSG00000121853.3,5.0,94.0,11.0,0.013590272727272718
GID4,ENSG00000141034.9,0.0,104.0,6.0,-0.021978145454545454
GID8,ENSG00000101193.7,3.0,107.0,0.0,0.059591590909090886
GIF,ENSG00000134812.7,0.0,109.0,1.0,0.006991945454545457
GIGYF1,ENSG00000146830.9,15.0,93.0,2.0,0.10660907272727274
GIGYF2,ENSG00000204120.14,3.0,98.0,9.0,-0.007969790909090906
GIMAP1,ENSG00000213203.2,16.0,91.0,3.0,0.09887526363636362
GIMAP2,ENSG00000106560.10,16.0,91.0,3.0,0.09887526363636362
GIMAP4,ENSG00000133574.9,16.0,91.0,3.0,0.09887526363636362
GIMAP5,ENSG00000196329.11,16.0,91.0,3.0,0.09887526363636362
GIMAP6,ENSG00000133561.15,16.0,91.0,3.0,0.09887526363636362
GIMAP7,ENSG00000179144.4,16.0,91.0,3.0,0.09887526363636362
GIMAP8,ENSG00000171115.3,16.0,91.0,3.0,0.09887526363636362
GIMD1,ENSG00000250298.3,0.0,101.0,9.0,-0.03025036363636362
GIN1,ENSG00000145723.16,21.0,88.0,1.0,0.12438001818181821
GINM1,ENSG00000055211.12,0.0,89.0,21.0,-0.09520368181818185
GINS1,ENSG00000101003.9,3.0,107.0,0.0,0.047122490909090924
GINS2,ENSG00000131153.8,9.0,97.0,4.0,0.057210745454545464
GINS3,ENSG00000181938.13,9.0,100.0,1.0,0.07009639090909091
GINS4,ENSG00000147536.11,0.0,89.0,21.0,-0.0742834181818182
GIP,ENSG00000159224.4,1.0,107.0,2.0,0.005585109090909086
GIPC1,ENSG00000123159.15,0.0,109.0,1.0,0.014582645454545457
GIPC2,ENSG00000137960.5,0.0,106.0,4.0,-0.012059709090909098
GIPC3,ENSG00000179855.5,0.0,108.0,2.0,0.00845797272727273
GIPR,ENSG00000010310.8,0.0,109.0,1.0,0.014990063636363637
GIT1,ENSG00000108262.15,0.0,108.0,2.0,0.002710563636363636
GIT2,ENSG00000139436.20,6.0,104.0,0.0,0.05969479090909089
GJA1,ENSG00000152661.7,0.0,91.0,19.0,-0.08186795454545458
GJA10,ENSG00000135355.4,0.0,93.0,17.0,-0.07371025454545455
GJA3,ENSG00000121743.3,0.0,99.0,11.0,-0.0288382090909091
GJA4,ENSG00000187513.8,0.0,105.0,5.0,-0.018518063636363637
GJA5,ENSG00000265107.2,3.0,104.0,3.0,0.013089209090909094
GJA8,ENSG00000121634.5,3.0,104.0,3.0,0.013089209090909094
GJA9,ENSG00000131233.9,0.0,104.0,6.0,-0.020244727272727275
GJB1,ENSG00000169562.9,3.0,100.0,7.0,-0.0010060545454545421
GJB2,ENSG00000165474.5,0.0,99.0,11.0,-0.0288382090909091
GJB3,ENSG00000188910.7,0.0,105.0,5.0,-0.018518063636363637
GJB4,ENSG00000189433.5,0.0,105.0,5.0,-0.018518063636363637
GJB5,ENSG00000189280.3,0.0,105.0,5.0,-0.018518063636363637
GJB6,ENSG00000121742.16,0.0,99.0,11.0,-0.0288382090909091
GJB7,ENSG00000164411.11,0.0,93.0,17.0,-0.07587021818181819
GJC1,ENSG00000182963.9,1.0,107.0,2.0,0.005298509090909089
GJC2,ENSG00000198835.3,5.0,102.0,3.0,0.01962049090909091
GJC3,ENSG00000176402.5,15.0,93.0,2.0,0.10660907272727274
GJD2,ENSG00000159248.4,0.0,105.0,5.0,-0.011417099999999998
GJD3,ENSG00000183153.6,0.0,108.0,2.0,0.0026824636363636345
GJD4,ENSG00000177291.3,0.0,104.0,6.0,-0.019231363636363644
GJE1,ENSG00000203733.5,0.0,89.0,21.0,-0.09388440909090912
GK,ENSG00000198814.12,2.0,101.0,7.0,0.0005662363636363618
GK2,ENSG00000196475.5,0.0,102.0,8.0,-0.024775809090909085
GK3P,ENSG00000229894.4,1.0,96.0,13.0,-0.04746342727272727
GK5,ENSG00000175066.15,2.0,96.0,12.0,-0.003374118181818181
GKAP1,ENSG00000165113.12,0.0,92.0,18.0,-0.06713712727272726
GKN1,ENSG00000169605.5,3.0,105.0,2.0,0.031198299999999995
GKN2,ENSG00000183607.9,3.0,105.0,2.0,0.031198299999999995
GLA,ENSG00000102393.9,2.0,101.0,7.0,-0.00020999090909090557
GLB1,ENSG00000170266.15,0.0,22.0,88.0,-0.3227913363636362
GLB1L,ENSG00000163521.15,3.0,99.0,8.0,-0.0009331181818181837
GLB1L2,ENSG00000149328.14,0.0,106.0,4.0,-0.003008963636363637
GLB1L3,ENSG00000166105.15,0.0,106.0,4.0,-0.003008963636363637
GLCCI1,ENSG00000106415.12,15.0,93.0,2.0,0.10829079999999999
GLCE,ENSG00000138604.9,0.0,105.0,5.0,-0.011677509090909092
