	Name	Database_ID	chromosome	start_bp	end_bp	p_arm_max	arm
15427	SSH3	ENSG00000172830.11	11	67303478	67312607	53400000	q
15428	SSMEM1	ENSG00000165120.3	7	130206344	130216844	60100000	q
15429	SSNA1	ENSG00000176101.10	9	137188660	137190370	43000000	q
15430	SSPN	ENSG00000123096.10	12	26121991	26299290	35500000	p
15431	SSPO	ENSG00000197558.10	7	149776042	149833979	60100000	q
15432	SSR1	ENSG00000124783.11	6	7268306	7347446	59800000	p
15433	SSR2	ENSG00000163479.12	1	156009048	156020951	123400000	q
15434	SSR3	ENSG00000114850.5	3	156539553	156555149	90900000	q
15435	SSRP1	ENSG00000149136.6	11	57325986	57335892	53400000	q
15436	SSSCA1	ENSG00000173465.6	11	65570460	65573942	53400000	q
15437	SST	ENSG00000157005.3	3	187668912	187670394	90900000	q
15438	SSTR1	ENSG00000139874.5	14	38207904	38213067	17200000	q
15439	SSTR2	ENSG00000180616.7	17	73165010	73176633	25100000	q
15440	SSTR3	ENSG00000278195.1	22	37204237	37212477	15000000	q
15441	SSTR4	ENSG00000132671.5	20	23035312	23039237	28100000	p
15442	SSTR5	ENSG00000162009.8	16	1078781	1080142	36800000	p
15443	SSU72	ENSG00000160075.11	1	1541673	1574863	123400000	p
15444	SSUH2	ENSG00000125046.13	3	8619400	8745040	90900000	p
15445	SSX2IP	ENSG00000117155.15	1	84643706	84690803	123400000	p
15446	ST13	ENSG00000100380.11	22	40824535	40856639	15000000	q
15447	ST14	ENSG00000149418.9	11	130159782	130210362	53400000	q
15448	ST18	ENSG00000147488.10	8	52110839	52460959	45200000	q
15449	ST20	ENSG00000180953.10	15	79898840	79923702	19000000	q
15450	ST20-MTHFS	ENSG00000259332.2	15	79845150	79923754	19000000	q
15451	ST3GAL1	ENSG00000008513.13	8	133454848	133571940	45200000	q
15452	ST3GAL2	ENSG00000157350.11	16	70375977	70439237	36800000	q
15453	ST3GAL3	ENSG00000126091.18	1	43705824	43931165	123400000	p
15454	ST3GAL4	ENSG00000110080.17	11	126355640	126440344	53400000	q
15455	ST3GAL5	ENSG00000115525.15	2	85837120	85905199	93900000	p
15456	ST3GAL6	ENSG00000064225.11	3	98732236	98821201	90900000	q
15457	ST5	ENSG00000166444.16	11	8693351	8910951	53400000	p
15458	ST6GAL1	ENSG00000073849.13	3	186930325	187078553	90900000	q
15459	ST6GAL2	ENSG00000144057.14	2	106801600	106887108	93900000	q
15460	ST6GALNAC1	ENSG00000070526.13	17	76624761	76643786	25100000	q
15461	ST6GALNAC2	ENSG00000070731.8	17	76565377	76586956	25100000	q
15462	ST6GALNAC3	ENSG00000184005.10	1	76074746	76634603	123400000	p
15463	ST6GALNAC4	ENSG00000136840.17	9	127907886	127917041	43000000	q
15464	ST6GALNAC5	ENSG00000117069.13	1	76867480	77067546	123400000	p
15465	ST6GALNAC6	ENSG00000160408.13	9	127885321	127905408	43000000	q
15466	ST7	ENSG00000004866.17	7	116953238	117230176	60100000	q
15467	ST7L	ENSG00000007341.17	1	112523514	112620825	123400000	p
15468	ST8SIA1	ENSG00000111728.9	12	22063773	22437041	35500000	p
15469	ST8SIA2	ENSG00000140557.10	15	92393881	92468728	19000000	q
15470	ST8SIA3	ENSG00000177511.5	18	57352557	57371731	18500000	q
15471	ST8SIA4	ENSG00000113532.11	5	100806933	100903282	48800000	q
15472	ST8SIA5	ENSG00000101638.12	18	46667821	46759257	18500000	q
15473	ST8SIA6	ENSG00000148488.14	10	17315421	17454595	39800000	p
15474	STAB1	ENSG00000010327.9	3	52495338	52524495	90900000	p
15475	STAB2	ENSG00000136011.13	12	103587273	103766719	35500000	q
15476	STAC	ENSG00000144681.9	3	36380503	36548007	90900000	p
15477	STAC2	ENSG00000141750.6	17	39210541	39225945	25100000	q
15478	STAC3	ENSG00000185482.6	12	57243453	57251188	35500000	q
15479	STAG1	ENSG00000118007.11	3	136336236	136752403	90900000	q
15480	STAG3	ENSG00000066923.16	7	100177563	100221488	60100000	q
15481	STAG3L5P-PVRIG2P-PILRB	ENSG00000272752.4	7	100336104	100367831	60100000	q
15482	STAM	ENSG00000136738.13	10	17644151	17716824	39800000	p
15483	STAM2	ENSG00000115145.8	2	152116801	152175763	93900000	q
15484	STAMBP	ENSG00000124356.14	2	73828916	73873659	93900000	p
15485	STAMBPL1	ENSG00000138134.10	10	88879734	88975153	39800000	q
15486	STAP1	ENSG00000035720.6	4	67558727	67607337	50000000	q
15487	STAP2	ENSG00000178078.10	19	4324043	4342786	26200000	p
15488	STAR	ENSG00000147465.10	8	38142700	38150992	45200000	p
15489	STARD10	ENSG00000214530.6	11	72754729	72794047	53400000	q
15490	STARD13	ENSG00000133121.19	13	33103137	33350630	17700000	q
15491	STARD3	ENSG00000131748.14	17	39637090	39664201	25100000	q
15492	STARD3NL	ENSG00000010270.12	7	38178245	38230670	60100000	p
15493	STARD4	ENSG00000164211.11	5	111496033	111512590	48800000	q
15494	STARD5	ENSG00000172345.12	15	81309053	81324183	19000000	q
15495	STARD6	ENSG00000174448.7	18	54324358	54357964	18500000	q
15496	STARD7	ENSG00000084090.12	2	96184859	96208827	93900000	q
15497	STARD9	ENSG00000159433.10	15	42575606	42720998	19000000	q
15498	STAT1	ENSG00000115415.17	2	190908460	191020960	93900000	q
15499	STAT2	ENSG00000170581.12	12	56341597	56360167	35500000	q
15500	STAT3	ENSG00000168610.13	17	42313324	42388540	25100000	q
15501	STAT4	ENSG00000138378.16	2	191029576	191151596	93900000	q
15502	STAT5A	ENSG00000126561.15	17	42287547	42311943	25100000	q
15503	STAT5B	ENSG00000173757.8	17	42199177	42276707	25100000	q
15504	STAT6	ENSG00000166888.9	12	57095408	57132139	35500000	q
15505	STATH	ENSG00000126549.8	4	69995966	70002570	50000000	q
15506	STAU1	ENSG00000124214.18	20	49113339	49188367	28100000	q
15507	STAU2	ENSG00000040341.16	8	73420369	73747708	45200000	q
15508	STC1	ENSG00000159167.10	8	23841929	23854806	45200000	p
15509	STC2	ENSG00000113739.9	5	173314723	173328447	48800000	q
15510	STEAP1	ENSG00000164647.7	7	90154456	90164829	60100000	q
15511	STEAP1B	ENSG00000105889.13	7	22419444	22727613	60100000	p
15512	STEAP2	ENSG00000157214.12	7	90167590	90238137	60100000	q
15513	STEAP3	ENSG00000115107.18	2	119223831	119265652	93900000	q
15514	STEAP4	ENSG00000127954.11	7	88270892	88306894	60100000	q
15515	STH	ENSG00000256762.1	17	45999250	45999694	25100000	q
15516	STIL	ENSG00000123473.14	1	47250139	47314892	123400000	p
15517	STIM1	ENSG00000167323.8	11	3854527	4093210	53400000	p
15518	STIM2	ENSG00000109689.13	4	26857601	27025381	50000000	p
15519	STIP1	ENSG00000168439.15	11	64185272	64204543	53400000	q
15520	STK10	ENSG00000072786.11	5	172042079	172188224	48800000	q
15521	STK11	ENSG00000118046.13	19	1177558	1228431	26200000	p
15522	STK11IP	ENSG00000144589.19	2	219597857	219616451	93900000	q
15523	STK16	ENSG00000115661.12	2	219245455	219250337	93900000	q
15524	STK17A	ENSG00000164543.5	7	43582758	43650713	60100000	p
15525	STK17B	ENSG00000081320.9	2	196133583	196176503	93900000	q
15526	STK19	ENSG00000204344.13	6	31971091	31982821	59800000	p
15527	STK24	ENSG00000102572.13	13	98445185	98577940	17700000	q
15528	STK25	ENSG00000115694.13	2	241492670	241509730	93900000	q
15529	STK3	ENSG00000104375.14	8	98371228	98942827	45200000	q
15530	STK31	ENSG00000196335.11	7	23710203	23832513	60100000	p
15531	STK32A	ENSG00000169302.13	5	147234963	147387855	48800000	q
15532	STK32B	ENSG00000152953.11	4	5051480	5500994	50000000	p
15533	STK32C	ENSG00000165752.15	10	132207492	132331847	39800000	q
15534	STK33	ENSG00000130413.14	11	8391868	8594289	53400000	p
15535	STK35	ENSG00000125834.11	20	2101827	2177038	28100000	p
15536	STK36	ENSG00000163482.10	2	218672069	218702716	93900000	q
15537	STK38	ENSG00000112079.8	6	36493892	36547479	59800000	p
15538	STK38L	ENSG00000211455.6	12	27243968	27325959	35500000	p
15539	STK39	ENSG00000198648.9	2	167954020	168247595	93900000	q
15540	STK4	ENSG00000101109.10	20	44966479	45080021	28100000	q
15541	STK40	ENSG00000196182.9	1	36339624	36385924	123400000	p
15542	STKLD1	ENSG00000198870.7	9	133376366	133406096	43000000	q
15543	STMN1	ENSG00000117632.19	1	25884181	25906991	123400000	p
15544	STMN2	ENSG00000104435.12	8	79611117	79666158	45200000	q
15545	STMN3	ENSG00000197457.8	20	63639705	63657682	28100000	q
15546	STMN4	ENSG00000015592.15	8	27235323	27258420	45200000	p
15547	STMND1	ENSG00000230873.7	6	17102050	17131378	59800000	p
15548	STOM	ENSG00000148175.11	9	121338987	121370304	43000000	q
15549	STOML1	ENSG00000067221.12	15	73978926	73994622	19000000	q
15550	STOML2	ENSG00000165283.14	9	35099776	35103195	43000000	p
15551	STOML3	ENSG00000133115.10	13	38965925	38990859	17700000	q
15552	STON1	ENSG00000243244.4	2	48529383	48598513	93900000	p
15553	STON1-GTF2A1L	ENSG00000068781.19	2	48529925	48776517	93900000	p
15554	STON2	ENSG00000140022.8	14	81260656	81436465	17200000	q
15555	STOX1	ENSG00000165730.13	10	68827531	68895432	39800000	q
15556	STOX2	ENSG00000173320.8	4	183797692	184023526	50000000	q
15557	STPG1	ENSG00000001460.16	1	24356999	24416934	123400000	p
15558	STPG2	ENSG00000163116.8	4	97184093	98143476	50000000	q
15559	STRA13	ENSG00000169689.13	17	82018702	82024107	25100000	q
15560	STRA6	ENSG00000137868.17	15	74179466	74212267	19000000	q
15561	STRA8	ENSG00000146857.3	7	135231979	135258492	60100000	q
15562	STRADA	ENSG00000266173.4	17	63682336	63741986	25100000	q
15563	STRADB	ENSG00000082146.11	2	201387858	201480846	93900000	q
15564	STRAP	ENSG00000023734.9	12	15882387	15903478	35500000	p
15565	STRBP	ENSG00000165209.17	9	123109500	123268586	43000000	q
15566	STRC	ENSG00000242866.8	15	43599563	43618800	19000000	q
15567	STRIP1	ENSG00000143093.13	1	110031577	110074641	123400000	p
15568	STRIP2	ENSG00000128578.8	7	129434432	129488399	60100000	q
15569	STRN	ENSG00000115808.10	2	36837698	36966536	93900000	p
15570	STRN3	ENSG00000196792.10	14	30893799	31026401	17200000	q
15571	STRN4	ENSG00000090372.13	19	46719511	46746994	26200000	q
15572	STT3A	ENSG00000134910.11	11	125591712	125625215	53400000	q
15573	STT3B	ENSG00000163527.8	3	31532638	31637616	90900000	p
15574	STUB1	ENSG00000103266.9	16	680224	682870	36800000	p
15575	STX10	ENSG00000104915.13	19	13144058	13150383	26200000	p
15576	STX11	ENSG00000135604.9	6	144150517	144191939	59800000	q
15577	STX12	ENSG00000117758.12	1	27773219	27824443	123400000	p
15578	STX16	ENSG00000124222.20	20	58651253	58679526	28100000	q
15579	STX16-NPEPL1	ENSG00000254995.4	20	58651434	58715410	28100000	q
15580	STX17	ENSG00000136874.9	9	99906654	99974534	43000000	q
15581	STX18	ENSG00000168818.8	4	4415742	4542346	50000000	p
15582	STX19	ENSG00000178750.2	3	94014365	94028597	90900000	q
15583	STX1A	ENSG00000106089.10	7	73699206	73719672	60100000	q
15584	STX1B	ENSG00000099365.8	16	30989256	31010638	36800000	p
15585	STX2	ENSG00000111450.12	12	130789600	130839266	35500000	q
15586	STX3	ENSG00000166900.13	11	59713456	59805882	53400000	q
15587	STX4	ENSG00000103496.13	16	31032889	31042975	36800000	p
15588	STX5	ENSG00000162236.10	11	62806860	62832051	53400000	q
15589	STX6	ENSG00000135823.12	1	180972712	181023121	123400000	q
15590	STX7	ENSG00000079950.12	6	132445867	132513198	59800000	q
15591	STX8	ENSG00000170310.13	17	9250471	9576591	25100000	p
15592	STXBP1	ENSG00000136854.16	9	127579370	127696027	43000000	q
15593	STXBP2	ENSG00000076944.13	19	7636881	7647873	26200000	p
15594	STXBP3	ENSG00000116266.9	1	108746674	108809523	123400000	p
15595	STXBP4	ENSG00000166263.12	17	54968727	55173632	25100000	q
15596	STXBP5	ENSG00000164506.13	6	147204425	147390476	59800000	q
15597	STXBP5L	ENSG00000145087.11	3	120908072	121424761	90900000	q
15598	STXBP6	ENSG00000168952.14	14	24809656	25050297	17200000	q
15599	STYK1	ENSG00000060140.7	12	10618923	10674318	35500000	p
15600	STYX	ENSG00000198252.10	14	52730166	52774989	17200000	q
15601	STYXL1	ENSG00000127952.15	7	75996338	76048004	60100000	q
15602	SUB1	ENSG00000113387.10	5	32531633	32604079	48800000	p
15603	SUCLA2	ENSG00000136143.12	13	47745736	48037968	17700000	q
15604	SUCLG1	ENSG00000163541.10	2	84423528	84460045	93900000	p
15605	SUCLG2	ENSG00000172340.13	3	67360460	67654612	90900000	p
15606	SUCNR1	ENSG00000198829.6	3	151873643	151884619	90900000	q
15607	SUCO	ENSG00000094975.12	1	172532349	172611833	123400000	q
15608	SUDS3	ENSG00000111707.10	12	118376555	118418033	35500000	q
15609	SUFU	ENSG00000107882.10	10	102503972	102633535	39800000	q
15610	SUGCT	ENSG00000175600.14	7	40135005	40860763	60100000	p
15611	SUGP1	ENSG00000105705.14	19	19276018	19320509	26200000	p
15612	SUGP2	ENSG00000064607.15	19	18990888	19034023	26200000	p
15613	SUGT1	ENSG00000165416.13	13	52652709	52700909	17700000	q
15614	SULF1	ENSG00000137573.12	8	69466624	69660915	45200000	q
15615	SULF2	ENSG00000196562.13	20	47656348	47786616	28100000	q
15616	SULT1A1	ENSG00000196502.10	16	28603944	28623625	36800000	p
15617	SULT1A2	ENSG00000197165.9	16	28591943	28597050	36800000	p
15618	SULT1A3	ENSG00000261052.4	16	30199228	30204310	36800000	p
15619	SULT1A4	ENSG00000213648.9	16	29459913	29464966	36800000	p
15620	SULT1B1	ENSG00000173597.7	4	69721167	69787961	50000000	q
15621	SULT1C2	ENSG00000198203.8	2	108288639	108309915	93900000	q
15622	SULT1C3	ENSG00000196228.3	2	108239968	108265351	93900000	q
15623	SULT1C4	ENSG00000198075.8	2	108377911	108388989	93900000	q
15624	SULT1E1	ENSG00000109193.9	4	69841212	69860145	50000000	q
15625	SULT2A1	ENSG00000105398.3	19	47870467	47886315	26200000	q
15626	SULT2B1	ENSG00000088002.10	19	48552172	48599425	26200000	q
15627	SULT4A1	ENSG00000130540.12	22	43824509	43862513	15000000	q
15628	SULT6B1	ENSG00000138068.9	2	37167820	37196598	93900000	p
15629	SUMF1	ENSG00000144455.12	3	3700814	4467273	90900000	p
15630	SUMF2	ENSG00000129103.16	7	56064002	56080670	60100000	p
15631	SUMO1	ENSG00000116030.15	2	202206182	202238599	93900000	q
15632	SUMO2	ENSG00000188612.10	17	75165586	75182959	25100000	q
15633	SUMO3	ENSG00000184900.14	21	44805617	44818779	12000000	q
15634	SUMO4	ENSG00000177688.6	6	149400262	149401278	59800000	q
15635	SUN1	ENSG00000164828.16	7	816615	896435	60100000	p
15636	SUN2	ENSG00000100242.14	22	38734725	38794143	15000000	q
15637	SUN3	ENSG00000164744.11	7	47987148	48029119	60100000	p
15638	SUN5	ENSG00000167098.10	20	32983773	33004433	28100000	q
15639	SUOX	ENSG00000139531.11	12	55997180	56006641	35500000	q
15640	SUPT16H	ENSG00000092201.8	14	21351476	21384019	17200000	q
15641	SUPT20H	ENSG00000102710.18	13	37009312	37059713	17700000	q
15642	SUPT3H	ENSG00000196284.12	6	44809317	45377953	59800000	p
15643	SUPT4H1	ENSG00000213246.5	17	58345175	58353093	25100000	q
15644	SUPT5H	ENSG00000196235.12	19	39436156	39476670	26200000	q
15645	SUPT6H	ENSG00000109111.13	17	28662198	28702679	25100000	q
15646	SUPT7L	ENSG00000119760.14	2	27650809	27663840	93900000	p
15647	SUPV3L1	ENSG00000156502.12	10	69180234	69209099	39800000	q
15648	SURF1	ENSG00000148290.8	9	133351758	133356676	43000000	q
15649	SURF2	ENSG00000148291.8	9	133356550	133361158	43000000	q
15650	SURF4	ENSG00000148248.12	9	133361450	133376166	43000000	q
15651	SURF6	ENSG00000148296.6	9	133328776	133336188	43000000	q
15652	SUSD1	ENSG00000106868.15	9	112040783	112175297	43000000	q
15653	SUSD2	ENSG00000099994.10	22	24181487	24189106	15000000	q
15654	SUSD3	ENSG00000157303.9	9	93058688	93085133	43000000	q
15655	SUSD4	ENSG00000143502.13	1	223220819	223364233	123400000	q
15656	SUSD5	ENSG00000173705.7	3	33150043	33218810	90900000	p
15657	SUSD6	ENSG00000100647.7	14	69611596	69715144	17200000	q
15658	SUV39H2	ENSG00000152455.14	10	14878820	14904315	39800000	p
15659	SUV420H1	ENSG00000110066.13	11	68154863	68213828	53400000	q
15660	SUV420H2	ENSG00000133247.12	19	55339853	55348121	26200000	q
15661	SUZ12	ENSG00000178691.9	17	31937007	32001038	25100000	q
15662	SV2A	ENSG00000159164.8	1	149903318	149917844	123400000	q
15663	SV2B	ENSG00000185518.10	15	91099950	91302565	19000000	q
15664	SV2C	ENSG00000122012.12	5	76083383	76353939	48800000	q
15665	SVEP1	ENSG00000165124.16	9	110365248	110579880	43000000	q
15666	SVIL	ENSG00000197321.13	10	29457338	29736959	39800000	p
15667	SVIP	ENSG00000198168.7	11	22813799	22830299	53400000	p
15668	SVOP	ENSG00000166111.8	12	108907741	109021068	35500000	q
15669	SVOPL	ENSG00000157703.14	7	138594285	138701362	60100000	q
15670	SWAP70	ENSG00000133789.13	11	9664077	9752993	53400000	p
15671	SWI5	ENSG00000175854.10	9	128275379	128316123	43000000	q
15672	SWSAP1	ENSG00000173928.2	19	11374666	11376951	26200000	p
15673	SWT1	ENSG00000116668.11	1	185157080	185291781	123400000	q
15674	SYBU	ENSG00000147642.15	8	109573978	109691791	45200000	q
15675	SYCE1	ENSG00000171772.14	10	133553901	133569835	39800000	q
15676	SYCE1L	ENSG00000205078.5	16	77199408	77213215	36800000	q
15677	SYCE2	ENSG00000161860.7	19	12898786	12919293	26200000	p
15678	SYCE3	ENSG00000217442.3	22	50551112	50562919	15000000	q
15679	SYCN	ENSG00000179751.6	19	39202825	39204263	26200000	q
15680	SYCP1	ENSG00000198765.10	1	114854863	114995370	123400000	p
15681	SYCP2	ENSG00000196074.11	20	59863564	59933655	28100000	q
15682	SYCP2L	ENSG00000153157.11	6	10886831	10979320	59800000	p
15683	SYCP3	ENSG00000139351.13	12	101728648	101739472	35500000	q
15684	SYDE1	ENSG00000105137.11	19	15107401	15114985	26200000	p
15685	SYDE2	ENSG00000097096.8	1	85156889	85201016	123400000	p
15686	SYF2	ENSG00000117614.8	1	25222276	25232502	123400000	p
15687	SYK	ENSG00000165025.13	9	90801787	90898549	43000000	q
15688	SYMPK	ENSG00000125755.17	19	45815410	45863194	26200000	q
15689	SYN2	ENSG00000157152.15	3	12004388	12192032	90900000	p
15690	SYN3	ENSG00000185666.13	22	32507820	33058381	15000000	q
15691	SYNC	ENSG00000162520.13	1	32679906	32703596	123400000	p
15692	SYNCRIP	ENSG00000135316.16	6	85607779	85644063	59800000	q
15693	SYNDIG1	ENSG00000101463.5	20	24469629	24666616	28100000	p
15694	SYNDIG1L	ENSG00000183379.7	14	74405894	74426210	17200000	q
15695	SYNE1	ENSG00000131018.21	6	152121687	152637801	59800000	q
15696	SYNE2	ENSG00000054654.14	14	63761899	64226433	17200000	q
15697	SYNE3	ENSG00000176438.11	14	95407266	95516650	17200000	q
15698	SYNE4	ENSG00000181392.13	19	36003307	36008813	26200000	q
15699	SYNGAP1	ENSG00000197283.11	6	33419661	33453689	59800000	p
15700	SYNGR1	ENSG00000100321.13	22	39349925	39385575	15000000	q
15701	SYNGR2	ENSG00000108639.6	17	78168581	78173527	25100000	q
15702	SYNGR3	ENSG00000127561.13	16	1989660	1994275	36800000	p
15703	SYNGR4	ENSG00000105467.7	19	48364367	48376377	26200000	q
15704	SYNJ1	ENSG00000159082.16	21	32628759	32728040	12000000	q
15705	SYNJ2	ENSG00000078269.12	6	157981863	158099176	59800000	q
15706	SYNJ2BP	ENSG00000213463.4	14	70366499	70417090	17200000	q
15707	SYNJ2BP-COX16	ENSG00000258644.4	14	70326064	70417074	17200000	q
15708	SYNM	ENSG00000182253.13	15	99098217	99135593	19000000	q
15709	SYNPO	ENSG00000171992.11	5	150601080	150659207	48800000	q
15710	SYNPO2	ENSG00000172403.9	4	118850688	119061247	50000000	q
15711	SYNPO2L	ENSG00000166317.10	10	73644881	73663803	39800000	q
15712	SYNPR	ENSG00000163630.9	3	63228315	63616924	90900000	p
15713	SYNRG	ENSG00000275066.3	17	37514807	37609472	25100000	q
15714	SYPL1	ENSG00000008282.6	7	106090505	106112576	60100000	q
15715	SYPL2	ENSG00000143028.8	1	109466546	109482134	123400000	p
15716	SYS1	ENSG00000204070.8	20	45361937	45376798	28100000	q
15717	SYS1-DBNDD2	ENSG00000254806.4	20	45363200	45410610	28100000	q
15718	SYT1	ENSG00000067715.12	12	78863993	79452008	35500000	q
15719	SYT10	ENSG00000110975.7	12	33374238	33439819	35500000	p
15720	SYT11	ENSG00000132718.8	1	155859567	155885199	123400000	q
15721	SYT12	ENSG00000173227.12	11	67006778	67050863	53400000	q
15722	SYT13	ENSG00000019505.6	11	45240302	45286341	53400000	p
15723	SYT14	ENSG00000143469.15	1	209900923	210171389	123400000	q
15724	SYT15	ENSG00000204176.12	10	46578217	46594173	39800000	q
15725	SYT15	ENSG00000277758.3	10	47744717	47763592	39800000	q
15726	SYT16	ENSG00000139973.14	14	61811974	62112550	17200000	q
15727	SYT17	ENSG00000103528.15	16	19167971	19268332	36800000	p
15728	SYT2	ENSG00000143858.10	1	202590596	202710454	123400000	q
15729	SYT3	ENSG00000213023.8	19	50621307	50639881	26200000	q
15730	SYT4	ENSG00000132872.10	18	43267892	43277535	18500000	q
15731	SYT5	ENSG00000129990.13	19	55171196	55180289	26200000	q
15732	SYT6	ENSG00000134207.13	1	114089291	114153880	123400000	p
15733	SYT7	ENSG00000011347.8	11	61513714	61581148	53400000	q
15734	SYT8	ENSG00000149043.15	11	1828307	1837521	53400000	p
15735	SYT9	ENSG00000170743.15	11	7238778	7469043	53400000	p
15736	SYTL1	ENSG00000142765.16	1	27342020	27353937	123400000	p
15737	SYTL2	ENSG00000137501.15	11	85694224	85811159	53400000	q
15738	SYTL3	ENSG00000164674.14	6	158650014	158764876	59800000	q
15739	SYVN1	ENSG00000162298.15	11	65121780	65134532	53400000	q
15740	SZRD1	ENSG00000055070.15	1	16352575	16398145	123400000	p
15741	SZT2	ENSG00000198198.12	1	43389882	43454247	123400000	p
15742	T	ENSG00000164458.8	6	166157656	166168700	59800000	q
15743	TAAR1	ENSG00000146399.1	6	132643312	132659182	59800000	q
15744	TAAR2	ENSG00000146378.6	6	132617022	132624275	59800000	q
15745	TAAR5	ENSG00000135569.4	6	132588673	132589686	59800000	q
15746	TAAR6	ENSG00000146383.7	6	132570322	132571359	59800000	q
15747	TAAR8	ENSG00000146385.1	6	132552693	132553721	59800000	q
15748	TAAR9	ENSG00000237110.2	6	132538290	132539336	59800000	q
15749	TAB1	ENSG00000100324.12	22	39399778	39437060	15000000	q
15750	TAB2	ENSG00000055208.16	6	149218641	149411613	59800000	q
15751	TAC1	ENSG00000006128.10	7	97732084	97740472	60100000	q
15752	TAC3	ENSG00000166863.10	12	57010000	57028883	35500000	q
15753	TAC4	ENSG00000176358.14	17	49838309	49848017	25100000	q
15754	TACC1	ENSG00000147526.18	8	38728186	38853028	45200000	p
15755	TACC2	ENSG00000138162.16	10	121989163	122254545	39800000	q
15756	TACC3	ENSG00000013810.17	4	1712858	1745171	50000000	p
15757	TACO1	ENSG00000136463.7	17	63600882	63608365	25100000	q
15758	TACR1	ENSG00000115353.9	2	75046463	75199520	93900000	p
15759	TACR2	ENSG00000075073.13	10	69403903	69416918	39800000	q
15760	TACR3	ENSG00000169836.4	4	103586031	103719985	50000000	q
15761	TACSTD2	ENSG00000184292.6	1	58575433	58577252	123400000	p
15762	TADA1	ENSG00000152382.5	1	166856510	166876264	123400000	q
15763	TADA2A	ENSG00000276234.3	17	37406886	37479725	25100000	q
15764	TADA2B	ENSG00000173011.11	4	7041899	7057952	50000000	p
15765	TADA3	ENSG00000171148.12	3	9779967	9793011	90900000	p
15766	TAF10	ENSG00000166337.8	11	6606294	6612539	53400000	p
15767	TAF11	ENSG00000064995.15	6	34877462	34888071	59800000	p
15768	TAF12	ENSG00000120656.10	1	28589323	28643085	123400000	p
15769	TAF13	ENSG00000197780.8	1	109062486	109076003	123400000	p
15770	TAF15	ENSG00000270647.4	17	35713791	35864615	25100000	q
15771	TAF1A	ENSG00000143498.16	1	222557902	222589933	123400000	q
15772	TAF1B	ENSG00000115750.15	2	9843443	9934416	93900000	p
15773	TAF1C	ENSG00000103168.15	16	84177847	84187070	36800000	q
15774	TAF1D	ENSG00000166012.13	11	93729948	93784391	53400000	q
15775	TAF1L	ENSG00000122728.6	9	32629454	32635669	43000000	p
15776	TAF2	ENSG00000064313.10	8	119730774	119832841	45200000	q
15777	TAF3	ENSG00000165632.7	10	7818505	8016631	39800000	p
15778	TAF4	ENSG00000130699.15	20	61953469	62065881	28100000	q
15779	TAF4B	ENSG00000141384.10	18	26226445	26391685	18500000	q
15780	TAF5	ENSG00000148835.10	10	103367976	103389065	39800000	q
15781	TAF5L	ENSG00000135801.8	1	229593121	229626047	123400000	q
15782	TAF6	ENSG00000106290.13	7	100107070	100119841	60100000	q
15783	TAF6L	ENSG00000162227.6	11	62771357	62787342	53400000	q
15784	TAF7	ENSG00000178913.7	5	141260225	141320784	48800000	q
15785	TAF8	ENSG00000137413.14	6	42050513	42087461	59800000	p
15786	TAF9	ENSG00000085231.12	5	69350984	69370013	48800000	q
15787	TAF9	ENSG00000273841.3	5	69364743	69370013	48800000	q
15788	TAGAP	ENSG00000164691.15	6	159034468	159045152	59800000	q
15789	TAGLN	ENSG00000149591.15	11	117199370	117207464	53400000	q
15790	TAGLN2	ENSG00000158710.13	1	159918107	159925507	123400000	q
15791	TAGLN3	ENSG00000144834.11	3	111998739	112013887	90900000	q
15792	TAL1	ENSG00000162367.10	1	47216290	47232220	123400000	p
15793	TAL2	ENSG00000186051.6	9	105662457	105663124	43000000	q
15794	TALDO1	ENSG00000177156.9	11	747415	765012	53400000	p
15795	TAMM41	ENSG00000144559.9	3	11790442	11846919	90900000	p
15796	TANC1	ENSG00000115183.12	2	158968640	159232659	93900000	q
15797	TANC2	ENSG00000170921.13	17	63009556	63427699	25100000	q
15798	TANGO2	ENSG00000183597.14	22	20017014	20067164	15000000	q
15799	TANGO6	ENSG00000103047.6	16	68843531	69085182	36800000	q
15800	TANK	ENSG00000136560.12	2	161136908	161236230	93900000	q
15801	TAOK1	ENSG00000160551.8	17	29390363	29551903	25100000	q
15802	TAOK2	ENSG00000149930.16	16	29973868	29992261	36800000	p
15803	TAOK3	ENSG00000135090.12	12	118149801	118372907	35500000	q
15804	TAP1	ENSG00000168394.10	6	32845209	32853816	59800000	p
15805	TAP2	ENSG00000204267.12	6	32821833	32838770	59800000	p
15806	TAPBP	ENSG00000231925.10	6	33299694	33314387	59800000	p
15807	TAPBPL	ENSG00000139192.10	12	6451690	6466517	35500000	p
15808	TAPT1	ENSG00000169762.15	4	16160505	16227410	50000000	p
15809	TARBP1	ENSG00000059588.8	1	234391313	234479179	123400000	q
15810	TARBP2	ENSG00000139546.9	12	53500921	53506431	35500000	q
15811	TARDBP	ENSG00000120948.14	1	11012344	11030528	123400000	p
15812	TARM1	ENSG00000248385.6	19	54069895	54081365	26200000	q
15813	TARS	ENSG00000113407.12	5	33440696	33468091	48800000	p
15814	TARS2	ENSG00000143374.13	1	150487364	150507609	123400000	q
15815	TARSL2	ENSG00000185418.14	15	101653596	101724473	19000000	q
15816	TAS1R1	ENSG00000173662.18	1	6555307	6579755	123400000	p
