,level_0,level_1,gain,neutral,loss,chromo,location
17983,SGSM3,ENSG00000100359.16,9,75,38,22.0,40390440.0
17984,SGTA,ENSG00000104969.5,7,89,26,19.0,2768998.5
17985,SGTB,ENSG00000197860.5,10,80,32,5.0,65694481.5
17986,SH2B1,ENSG00000178188.10,40,72,10,16.0,28860406.0
17987,SH2B2,ENSG00000160999.8,28,80,14,7.0,102303401.0
17988,SH2B3,ENSG00000111252.6,6,94,22,12.0,111428773.0
17989,SH2D1B,ENSG00000198574.4,90,32,0,1.0,162403703.0
17990,SH2D2A,ENSG00000027869.7,87,35,0,1.0,156811552.5
17991,SH2D3A,ENSG00000125731.8,12,89,21,19.0,6759811.5
17992,SH2D3C,ENSG00000095370.15,8,87,27,9.0,127758513.5
17993,SH2D4A,ENSG00000104611.7,19,43,60,8.0,19354955.5
17994,SH2D4B,ENSG00000178217.9,19,85,18,10.0,80592231.0
17995,SH2D5,ENSG00000189410.7,7,70,45,1.0,20726284.0
17996,SH2D6,ENSG00000152292.12,20,93,9,2.0,85427980.0
17997,SH2D7,ENSG00000183476.8,7,94,21,15.0,78091358.5
17998,SH3BGR,ENSG00000185437.9,18,91,13,21.0,39480680.5
17999,SH3BGRL2,ENSG00000198478.6,15,85,22,6.0,79667492.0
18000,SH3BGRL3,ENSG00000142669.9,5,71,46,1.0,26280804.0
18001,SH3BP1,ENSG00000100092.16,13,76,33,22.0,37645386.5
18002,SH3BP2,ENSG00000087266.11,6,79,37,4.0,2817084.5
18003,SH3BP4,ENSG00000130147.11,12,88,22,2.0,235003865.5
18004,SH3BP5,ENSG00000131370.11,19,90,13,3.0,15297860.5
18005,SH3BP5L,ENSG00000175137.9,78,42,2,1.0,248818180.5
18006,SH3D19,ENSG00000109686.12,8,87,27,4.0,151214191.5
18007,SH3D21,ENSG00000214193.5,12,81,29,1.0,36317854.0
18008,SH3GL1,ENSG00000141985.5,5,91,26,19.0,4380458.5
18009,SH3GL1P1,ENSG00000266777.1,21,64,37,17.0,32041401.0
18010,SH3GL2,ENSG00000107295.8,12,78,32,9.0,17688095.0
18011,SH3GL3,ENSG00000140600.12,11,89,22,15.0,83532985.5
18012,SH3GLB1,ENSG00000097033.10,13,86,23,1.0,86726377.0
18013,SH3GLB2,ENSG00000148341.13,8,87,27,9.0,129017669.5
18014,SH3PXD2A,ENSG00000107957.12,5,94,23,10.0,103724785.0
18015,SH3PXD2B,ENSG00000174705.7,15,88,19,5.0,172389762.5
18016,SH3RF1,ENSG00000154447.10,7,90,25,4.0,169182607.5
18017,SH3RF2,ENSG00000156463.13,12,89,21,5.0,146009184.5
18018,SH3RF3,ENSG00000172985.8,14,92,16,2.0,109316919.5
18019,SH3TC1,ENSG00000125089.12,5,81,36,4.0,8211937.5
18020,SH3TC2,ENSG00000169247.7,19,86,17,5.0,148993401.0
18021,SH3YL1,ENSG00000035115.17,19,89,14,2.0,242064.0
18022,SHANK1,ENSG00000161681.11,15,87,20,19.0,50690638.5
18023,SHANK2,ENSG00000162105.11,31,79,12,11.0,70860216.5
18024,SHANK3,ENSG00000251322.3,11,74,37,22.0,50703856.5
18025,SHARPIN,ENSG00000179526.12,66,49,7,8.0,144103378.5
18026,SHB,ENSG00000107338.8,11,86,25,9.0,37992562.5
18027,SHBG,ENSG00000129214.10,8,51,63,17.0,7623664.0
18028,SHC1,ENSG00000160691.14,88,34,0,1.0,154968346.5
18029,SHC2,ENSG00000129946.6,7,80,35,19.0,438789.5
18030,SHC3,ENSG00000148082.5,7,91,24,9.0,89092294.5
18031,SHC4,ENSG00000185634.7,6,88,28,15.0,48893830.0
18032,SHCBP1,ENSG00000171241.4,18,48,56,16.0,46599985.0
18033,SHCBP1L,ENSG00000157060.9,86,34,2,1.0,182926695.0
18034,SHD,ENSG00000105251.6,5,93,24,19.0,4284994.0
18035,SHE,ENSG00000169291.5,88,34,0,1.0,154486092.0
18036,SHF,ENSG00000138606.15,5,86,31,15.0,45184194.5
18037,SHFM1,ENSG00000127922.5,39,73,10,,
18038,SHH,ENSG00000164690.3,27,81,14,7.0,155806221.5
18039,SHISA2,ENSG00000180730.4,15,75,32,13.0,26047814.0
18040,SHISA3,ENSG00000178343.4,6,87,29,4.0,42399987.5
18041,SHISA4,ENSG00000198892.6,84,38,0,1.0,201890493.0
18042,SHISA5,ENSG00000164054.11,6,81,35,3.0,48486312.0
18043,SHISA6,ENSG00000188803.9,4,53,65,17.0,11402638.0
18044,SHISA7,ENSG00000187902.7,24,85,13,19.0,55435801.5
18045,SHISA8,ENSG00000234965.1,10,77,35,22.0,41912110.5
18046,SHISA9,ENSG00000237515.6,41,73,8,16.0,13071007.0
18047,SHKBP1,ENSG00000160410.10,17,87,18,19.0,40584126.0
18048,SHMT1,ENSG00000176974.13,15,56,51,17.0,18345711.5
18049,SHMT2,ENSG00000182199.6,16,90,16,12.0,57232254.0
18050,SHOC2,ENSG00000108061.7,6,94,22,10.0,110966607.0
18051,SHOX2,ENSG00000168779.15,37,81,4,3.0,158101228.5
18052,SHPK,ENSG00000262304.1,8,54,60,17.0,3622245.0
18053,SHPRH,ENSG00000146414.11,18,83,21,6.0,145914334.0
18054,SHQ1,ENSG00000144736.9,12,83,27,3.0,72805595.5
18055,SHROOM1,ENSG00000164403.10,9,88,25,5.0,132826519.5
18056,SHROOM3,ENSG00000138771.10,11,93,18,4.0,76609241.0
18057,SI,ENSG00000090402.3,41,78,3,3.0,165028697.0
18058,SIAE,ENSG00000110013.8,3,73,46,11.0,124664410.0
18059,SIAH1,ENSG00000196470.7,21,54,47,16.0,48402383.0
18060,SIAH2,ENSG00000181788.3,35,83,4,3.0,150752301.0
18061,SIAH3,ENSG00000215475.3,7,69,46,13.0,45814497.5
18062,SIDT1,ENSG00000072858.6,25,89,8,3.0,113580937.0
18063,SIDT2,ENSG00000149577.11,2,69,51,11.0,117188090.5
18064,SIGIRR,ENSG00000185187.8,6,77,39,11.0,411585.5
18065,SIGLEC1,ENSG00000088827.8,33,80,9,20.0,3697049.0
18066,SIGLEC10,ENSG00000142512.10,18,89,15,19.0,51413911.5
18067,SIGLEC11,ENSG00000161640.11,15,80,27,19.0,49955078.5
18068,SIGLEC12,ENSG00000254521.2,16,91,15,19.0,51496513.5
18069,SIGLEC14,ENSG00000254415.3,19,87,16,19.0,51644677.0
18070,SIGLEC15,ENSG00000197046.7,18,71,33,18.0,45834884.5
18071,SIGLEC16,ENSG00000161643.8,15,80,27,19.0,49972743.5
18072,SIGLEC17P,ENSG00000171101.9,16,91,15,19.0,51170426.0
18073,SIGLEC22P,ENSG00000268849.1,16,91,15,19.0,51211584.0
18074,SIGLEC5,ENSG00000105501.7,19,87,16,19.0,51628736.0
18075,SIGLEC6,ENSG00000105492.11,16,91,15,19.0,51524837.5
18076,SIGLEC7,ENSG00000168995.9,16,91,15,19.0,51147912.5
18077,SIGLEC8,ENSG00000105366.10,18,89,15,19.0,51454651.5
18078,SIGLEC9,ENSG00000129450.4,15,92,15,19.0,51130779.5
18079,SIGLECL1,ENSG00000179213.9,17,90,15,19.0,51257839.0
18080,SIGLECP3,ENSG00000234024.1,18,81,23,,
18081,SIGMAR1,ENSG00000147955.12,9,89,24,9.0,34636265.5
18082,SIK1,ENSG00000142178.7,20,90,12,21.0,43420807.0
18083,SIK2,ENSG00000170145.4,4,67,51,11.0,111666652.0
18084,SIK3,ENSG00000160584.11,3,68,51,11.0,116970919.5
18085,SIKE1,ENSG00000052723.7,13,86,23,1.0,114775082.0
18086,SIL1,ENSG00000120725.8,9,86,27,5.0,139120140.5
18087,SIM1,ENSG00000112246.5,19,78,25,6.0,100424972.0
18088,SIM2,ENSG00000159263.10,18,91,13,21.0,36724516.0
18089,SIMC1,ENSG00000170085.13,17,84,21,5.0,176292179.0
18090,SIN3A,ENSG00000169375.11,7,93,22,15.0,75412610.5
18091,SIN3B,ENSG00000127511.5,17,91,14,19.0,16854876.5
18092,SIPA1,ENSG00000213445.4,17,88,17,11.0,65644509.5
18093,SIPA1L1,ENSG00000197555.5,10,77,35,14.0,71530839.0
18094,SIPA1L2,ENSG00000116991.6,84,36,2,1.0,232479761.5
18095,SIPA1L3,ENSG00000105738.6,22,87,13,19.0,38057788.5
18096,SIRPA,ENSG00000198053.7,38,73,11,20.0,1917379.5
18097,SIRPB1,ENSG00000101307.11,39,73,10,20.0,1591791.0
18098,SIRPB2,ENSG00000196209.7,39,73,10,20.0,1481164.0
18099,SIRPD,ENSG00000125900.8,39,73,10,20.0,1545978.0
18100,SIRPG,ENSG00000089012.10,39,73,10,20.0,1643465.5
18101,SIRT1,ENSG00000096717.7,9,90,23,10.0,67901523.0
18102,SIRT2,ENSG00000068903.15,19,89,14,19.0,38889208.5
18103,SIRT3,ENSG00000142082.10,6,77,39,11.0,225980.5
18104,SIRT4,ENSG00000089163.4,7,91,24,12.0,120307782.5
18105,SIRT5,ENSG00000124523.10,30,84,8,6.0,13594843.5
18106,SIRT6,ENSG00000077463.10,4,93,25,19.0,4178337.5
18107,SIRT7,ENSG00000187531.9,38,65,19,17.0,81916631.0
18108,SIT1,ENSG00000137078.4,11,86,25,9.0,35650122.5
18109,SIVA1,ENSG00000184990.8,11,84,27,14.0,104760820.5
18110,SIX1,ENSG00000126778.7,12,78,32,14.0,60650840.0
18111,SIX2,ENSG00000170577.7,16,91,15,2.0,45007317.0
18112,SIX3,ENSG00000138083.3,16,91,15,2.0,44943886.5
18113,SIX4,ENSG00000100625.8,12,78,32,14.0,60716945.0
18114,SIX5,ENSG00000177045.6,12,91,19,19.0,45767018.5
18115,SIX6,ENSG00000184302.6,12,78,32,14.0,60510998.0
18116,SKA1,ENSG00000154839.5,19,70,33,18.0,50384604.0
18117,SKA2,ENSG00000182628.8,36,65,21,17.0,59132558.5
18118,SKA3,ENSG00000165480.11,39,43,40,13.0,21165073.5
18119,SKAP1,ENSG00000141293.11,31,68,23,17.0,48281858.5
18120,SKAP2,ENSG00000005020.8,29,84,9,7.0,26831153.5
18121,SKI,ENSG00000157933.9,31,43,48,1.0,2269266.0
18122,SKIDA1,ENSG00000180592.12,28,80,14,10.0,21519921.5
18123,SKIL,ENSG00000136603.9,40,77,5,3.0,170377256.5
18124,SKINTL,ENSG00000242267.2,16,83,23,,
18125,SKIV2L,ENSG00000204351.7,39,76,7,6.0,31964434.0
18126,SKIV2L2,ENSG00000039123.11,8,87,27,,
18127,SKOR1,ENSG00000188779.6,5,96,21,15.0,67827143.0
18128,SKOR2,ENSG00000215474.2,18,72,32,18.0,47228962.5
18129,SKP1,ENSG00000113558.13,9,83,30,5.0,134162986.5
18130,SKP2,ENSG00000145604.11,34,81,7,5.0,36168154.0
18131,SLA,ENSG00000155926.9,74,44,4,8.0,133069820.0
18132,SLA2,ENSG00000101082.9,44,75,3,20.0,36629257.0
18133,SLAIN1,ENSG00000139737.17,16,64,42,13.0,77730964.5
18134,SLAIN2,ENSG00000109171.10,10,68,44,4.0,48383865.0
18135,SLAMF1,ENSG00000117090.9,92,29,1,1.0,160627700.5
18136,SLAMF6,ENSG00000162739.9,92,29,1,1.0,160504146.0
18137,SLAMF7,ENSG00000026751.12,92,29,1,1.0,160746939.0
18138,SLAMF8,ENSG00000158714.6,92,29,1,1.0,159832151.5
18139,SLAMF9,ENSG00000162723.5,91,30,1,1.0,159952864.5
18140,SLBP,ENSG00000163950.8,7,79,36,4.0,1702537.5
18141,SLC10A1,ENSG00000100652.4,10,77,35,14.0,69786328.5
18142,SLC10A2,ENSG00000125255.5,19,65,38,13.0,103055207.5
18143,SLC10A4,ENSG00000145248.6,10,68,44,4.0,48486434.5
18144,SLC10A5,ENSG00000253598.1,67,53,2,8.0,81694344.5
18145,SLC10A6,ENSG00000145283.7,5,94,23,4.0,86836426.0
18146,SLC10A7,ENSG00000120519.10,8,97,17,4.0,146387969.5
18147,SLC11A1,ENSG00000018280.12,12,86,24,2.0,218389461.5
18148,SLC11A2,ENSG00000110911.10,10,93,19,12.0,51003983.5
18149,SLC12A1,ENSG00000074803.13,7,89,26,15.0,48241258.0
18150,SLC12A2,ENSG00000064651.9,15,85,22,5.0,128136721.5
18151,SLC12A3,ENSG00000070915.5,10,50,62,16.0,56890528.5
18152,SLC12A4,ENSG00000124067.12,9,47,66,16.0,67956537.5
18153,SLC12A5,ENSG00000124140.7,43,74,5,20.0,46040921.0
18154,SLC12A6,ENSG00000140199.7,2,85,35,15.0,34283922.0
18155,SLC12A7,ENSG00000113504.15,30,85,7,5.0,1081223.5
18156,SLC12A8,ENSG00000221955.6,23,91,8,3.0,125147750.0
18157,SLC12A9,ENSG00000146828.13,31,77,14,7.0,100846915.0
18158,SLC13A1,ENSG00000081800.4,34,78,10,7.0,123156751.5
18159,SLC13A2,ENSG00000007216.10,34,58,30,17.0,28485537.0
18160,SLC13A3,ENSG00000158296.9,43,75,4,20.0,46621145.0
18161,SLC13A4,ENSG00000164707.10,34,78,10,7.0,135705247.5
18162,SLC13A5,ENSG00000141485.11,6,53,63,17.0,6699048.0
18163,SLC14A1,ENSG00000141469.12,18,73,31,18.0,45719772.5
18164,SLC14A2,ENSG00000132874.9,22,69,31,18.0,45448341.5
18165,SLC15A1,ENSG00000088386.11,14,68,40,13.0,98718236.5
18166,SLC15A2,ENSG00000163406.6,22,92,8,3.0,121919294.5
18167,SLC15A3,ENSG00000110446.5,17,84,21,11.0,60944807.0
18168,SLC15A4,ENSG00000139370.6,8,88,26,12.0,128808576.0
18169,SLC15A5,ENSG00000188991.3,18,90,14,12.0,16233085.0
18170,SLC16A1,ENSG00000155380.7,12,82,28,1.0,112934430.0
18171,SLC16A10,ENSG00000112394.12,17,77,28,6.0,111159348.5
18172,SLC16A11,ENSG00000174326.7,6,54,62,17.0,7042776.5
18173,SLC16A12,ENSG00000152779.12,14,88,20,10.0,89493470.0
18174,SLC16A13,ENSG00000174327.6,6,54,62,17.0,7038066.0
18175,SLC16A14,ENSG00000163053.6,7,91,24,2.0,230051987.5
18176,SLC16A3,ENSG00000141526.10,38,65,19,17.0,82244763.0
18177,SLC16A4,ENSG00000168679.13,14,87,21,1.0,110376966.5
18178,SLC16A5,ENSG00000170190.11,36,65,21,17.0,75096944.5
18179,SLC16A6,ENSG00000108932.7,39,65,18,17.0,68279146.5
18180,SLC16A6P1,ENSG00000232457.3,40,65,17,17.0,64955114.5
18181,SLC16A7,ENSG00000118596.7,21,90,11,12.0,59692942.0
18182,SLC16A8,ENSG00000100156.6,11,77,34,22.0,38081113.5
18183,SLC16A9,ENSG00000165449.7,15,88,19,10.0,59693381.5
18184,SLC17A1,ENSG00000124568.6,31,83,8,6.0,25807483.5
18185,SLC17A2,ENSG00000112337.6,31,83,8,6.0,25921740.0
18186,SLC17A3,ENSG00000124564.13,30,84,8,6.0,25857676.0
18187,SLC17A4,ENSG00000146039.6,31,83,8,6.0,25767949.0
18188,SLC17A5,ENSG00000119899.11,16,80,26,6.0,73623685.5
18189,SLC17A6,ENSG00000091664.7,16,88,18,11.0,22358942.0
18190,SLC17A7,ENSG00000104888.5,16,87,19,19.0,49435880.5
18191,SLC17A8,ENSG00000179520.6,12,93,17,12.0,100389564.5
18192,SLC17A9,ENSG00000101194.13,51,69,2,20.0,62961146.0
18193,SLC18A1,ENSG00000036565.10,19,43,60,8.0,20164030.5
18194,SLC18A2,ENSG00000165646.7,5,96,21,10.0,117260261.5
18195,SLC18A3,ENSG00000187714.5,14,90,18,10.0,49611515.0
18196,SLC18B1,ENSG00000146409.6,18,82,22,6.0,132791354.5
18197,SLC19A1,ENSG00000173638.14,22,89,11,21.0,45533468.5
18198,SLC19A2,ENSG00000117479.7,91,30,1,1.0,169474926.5
18199,SLC19A3,ENSG00000135917.9,8,90,24,2.0,227700895.5
18200,SLC1A1,ENSG00000106688.7,12,79,31,9.0,4538968.5
18201,SLC1A2,ENSG00000110436.7,33,78,11,11.0,35335634.0
18202,SLC1A3,ENSG00000079215.9,32,83,7,5.0,36647344.5
18203,SLC1A4,ENSG00000115902.6,18,94,10,2.0,65006171.0
18204,SLC1A5,ENSG00000105281.8,10,90,22,19.0,46781738.5
18205,SLC1A6,ENSG00000105143.8,18,91,13,19.0,14986512.0
18206,SLC1A7,ENSG00000162383.7,14,83,25,1.0,53114905.5
18207,SLC20A1,ENSG00000144136.6,13,94,15,2.0,112654882.0
18208,SLC20A2,ENSG00000168575.5,43,56,23,8.0,42479200.5
18209,SLC22A1,ENSG00000175003.8,13,82,27,6.0,160140266.5
18210,SLC22A10,ENSG00000184999.7,14,87,21,11.0,63253792.5
18211,SLC22A11,ENSG00000168065.11,12,91,19,11.0,64564282.5
18212,SLC22A12,ENSG00000197891.7,11,91,20,11.0,64596497.0
18213,SLC22A13,ENSG00000172940.7,12,89,21,3.0,38272284.5
18214,SLC22A14,ENSG00000144671.6,12,90,20,3.0,38300434.5
18215,SLC22A15,ENSG00000163393.8,16,84,22,1.0,116023283.5
18216,SLC22A16,ENSG00000004809.9,18,78,26,6.0,110450664.0
18217,SLC22A17,ENSG00000092096.10,15,80,27,14.0,23349609.0
18218,SLC22A18,ENSG00000110628.9,9,83,30,11.0,2912483.5
18219,SLC22A18AS,ENSG00000254827.1,9,83,30,11.0,2895459.5
18220,SLC22A2,ENSG00000112499.7,13,82,27,6.0,160224349.5
18221,SLC22A20,ENSG00000197847.8,17,88,17,,
18222,SLC22A23,ENSG00000137266.10,30,81,11,6.0,3362992.0
18223,SLC22A24,ENSG00000197658.5,13,88,21,11.0,63112080.5
18224,SLC22A25,ENSG00000196600.8,13,88,21,11.0,63196714.0
18225,SLC22A3,ENSG00000146477.4,13,81,28,6.0,160400477.5
18226,SLC22A31,ENSG00000259803.2,9,47,66,16.0,89198706.0
18227,SLC22A4,ENSG00000197208.5,9,89,24,5.0,132319292.0
18228,SLC22A5,ENSG00000197375.8,9,89,24,5.0,132382683.0
18229,SLC22A6,ENSG00000197901.7,13,89,20,11.0,62960684.0
18230,SLC22A7,ENSG00000137204.10,25,83,14,6.0,43300616.0
18231,SLC22A8,ENSG00000149452.11,12,90,20,11.0,63002497.5
18232,SLC22A9,ENSG00000149742.5,13,88,21,11.0,63390039.5
18233,SLC23A1,ENSG00000170482.12,8,87,27,5.0,139375874.5
18234,SLC23A2,ENSG00000089057.10,31,83,8,20.0,4931324.5
18235,SLC23A3,ENSG00000213901.6,13,84,25,2.0,219165780.0
18236,SLC24A1,ENSG00000074621.9,5,94,23,15.0,65636180.5
18237,SLC24A2,ENSG00000155886.7,9,76,37,9.0,19647190.0
18238,SLC24A3,ENSG00000185052.7,36,81,5,20.0,19467784.0
18239,SLC24A4,ENSG00000140090.13,7,83,32,14.0,92412032.0
18240,SLC24A5,ENSG00000188467.6,7,90,25,15.0,48131831.0
18241,SLC24A6,ENSG00000089060.7,9,91,22,,
18242,SLC25A1,ENSG00000100075.5,9,74,39,22.0,19177160.0
18243,SLC25A10,ENSG00000262660.1,37,65,20,17.0,81716626.0
18244,SLC25A11,ENSG00000108528.9,5,56,61,17.0,4938591.5
18245,SLC25A12,ENSG00000115840.9,11,92,19,2.0,171891632.0
18246,SLC25A13,ENSG00000004864.9,39,75,8,7.0,96221183.5
18247,SLC25A15,ENSG00000102743.10,8,68,46,13.0,40800936.0
18248,SLC25A16,ENSG00000122912.9,10,88,24,10.0,68502760.5
18249,SLC25A17,ENSG00000100372.10,8,74,40,22.0,40794514.5
18250,SLC25A18,ENSG00000182902.8,7,81,34,22.0,17577222.5
18251,SLC25A19,ENSG00000125454.7,38,62,22,17.0,75281245.5
18252,SLC25A2,ENSG00000120329.4,9,91,22,5.0,141303342.0
18253,SLC25A20,ENSG00000178537.5,6,79,37,3.0,48877915.0
18254,SLC25A21,ENSG00000183032.6,16,81,25,14.0,36925263.5
18255,SLC25A22,ENSG00000177542.6,7,79,36,11.0,794378.0
18256,SLC25A23,ENSG00000125648.10,11,90,21,19.0,6450641.0
18257,SLC25A24,ENSG00000085491.11,24,78,20,1.0,108167446.0
18258,SLC25A24P1,ENSG00000241361.3,24,78,20,1.0,108305398.0
18259,SLC25A25,ENSG00000148339.8,8,85,29,9.0,128088723.0
18260,SLC25A26,ENSG00000144741.12,11,85,26,3.0,66260863.0
18261,SLC25A27,ENSG00000153291.11,26,84,12,6.0,46665552.5
18262,SLC25A28,ENSG00000155287.6,7,96,19,10.0,99615565.5
18263,SLC25A29,ENSG00000197119.8,8,83,31,14.0,100298831.5
18264,SLC25A3,ENSG00000075415.8,13,91,18,12.0,98599985.0
18265,SLC25A30,ENSG00000174032.12,5,68,49,13.0,45405885.5
18266,SLC25A31,ENSG00000151475.4,4,95,23,4.0,127752346.0
18267,SLC25A32,ENSG00000164933.7,76,45,1,8.0,103406912.0
18268,SLC25A33,ENSG00000171612.6,8,73,41,1.0,9562319.0
18269,SLC25A34,ENSG00000162461.7,3,73,46,1.0,15738825.0
18270,SLC25A35,ENSG00000125434.6,7,52,63,17.0,8291581.5
18271,SLC25A36,ENSG00000114120.7,32,85,5,3.0,140961412.5
18272,SLC25A37,ENSG00000147454.9,16,45,61,8.0,23552209.5
18273,SLC25A38,ENSG00000144659.6,11,92,19,3.0,39390360.5
18274,SLC25A39,ENSG00000013306.11,18,69,35,17.0,44322247.5
18275,SLC25A3P1,ENSG00000236253.3,14,83,25,1.0,53426584.5
18276,SLC25A4,ENSG00000151729.5,6,89,27,4.0,185146824.0
18277,SLC25A40,ENSG00000075303.8,32,82,8,7.0,87854964.0
18278,SLC25A41,ENSG00000181240.9,11,91,20,19.0,6429908.0
18279,SLC25A42,ENSG00000181035.9,15,94,13,19.0,19088512.0
18280,SLC25A44,ENSG00000160785.9,88,34,0,1.0,156203364.0
18281,SLC25A45,ENSG00000162241.8,17,88,17,11.0,65379446.5
18282,SLC25A46,ENSG00000164209.12,12,89,21,5.0,110751648.5
18283,SLC25A47,ENSG00000140107.10,8,83,31,14.0,100326880.0
18284,SLC25A48,ENSG00000145832.8,13,88,21,5.0,135734486.0
18285,SLC25A51,ENSG00000122696.8,11,85,26,9.0,37891876.5
18286,SLC25A52,ENSG00000141437.7,13,72,37,18.0,31760221.0
18287,SLC26A1,ENSG00000145217.9,6,82,34,4.0,986256.5
18288,SLC26A10,ENSG00000135502.12,14,90,18,12.0,57622839.0
18289,SLC26A11,ENSG00000181045.10,37,65,20,17.0,80236599.5
18290,SLC26A2,ENSG00000155850.7,14,89,19,5.0,149977106.5
18291,SLC26A3,ENSG00000091138.8,28,81,13,7.0,107784346.0
18292,SLC26A4,ENSG00000091137.7,29,80,13,7.0,107689318.5
18293,SLC26A5,ENSG00000170615.10,27,82,13,7.0,103399468.5
18294,SLC26A6,ENSG00000225697.6,6,80,36,3.0,48630608.0
18295,SLC26A7,ENSG00000147606.4,72,49,1,8.0,91303824.5
18296,SLC26A8,ENSG00000112053.9,26,84,12,6.0,35984192.0
18297,SLC26A9,ENSG00000174502.14,86,36,0,1.0,205928254.0
18298,SLC27A1,ENSG00000130304.12,19,91,12,19.0,17487468.5
18299,SLC27A2,ENSG00000140284.6,8,86,28,15.0,50209290.5
18300,SLC27A3,ENSG00000143554.9,85,37,0,1.0,153777255.5
18301,SLC27A4,ENSG00000167114.7,8,84,30,9.0,128350998.5
18302,SLC27A5,ENSG00000083807.5,22,85,15,19.0,58495962.5
18303,SLC27A6,ENSG00000113396.8,15,87,20,5.0,128785827.5
18304,SLC28A1,ENSG00000156222.7,10,91,21,15.0,84915226.0
18305,SLC28A2,ENSG00000137860.7,5,86,31,15.0,45265040.0
18306,SLC28A3,ENSG00000197506.6,7,90,25,9.0,84308107.5
18307,SLC29A1,ENSG00000112759.12,25,83,14,6.0,44226847.5
18308,SLC29A2,ENSG00000174669.7,18,93,11,11.0,66367367.5
18309,SLC29A3,ENSG00000198246.7,15,87,20,10.0,71350341.0
18310,SLC29A4,ENSG00000164638.5,24,86,12,7.0,5290619.5
18311,SLC2A1,ENSG00000117394.15,19,79,24,1.0,42942121.5
18312,SLC2A10,ENSG00000197496.4,43,75,4,20.0,46722998.0
18313,SLC2A11,ENSG00000133460.15,7,81,34,22.0,23871506.0
18314,SLC2A12,ENSG00000146411.5,14,85,23,6.0,134020102.5
18315,SLC2A13,ENSG00000151229.8,22,90,10,12.0,39930557.0
18316,SLC2A14,ENSG00000173262.7,16,90,16,12.0,7851830.0
18317,SLC2A2,ENSG00000163581.9,38,80,4,3.0,171011545.0
18318,SLC2A3,ENSG00000059804.11,16,90,16,12.0,7927708.5
18319,SLC2A4,ENSG00000181856.10,7,55,60,17.0,7284987.5
18320,SLC2A4RG,ENSG00000125520.8,47,73,2,20.0,63741913.0
18321,SLC2A5,ENSG00000142583.13,8,71,43,1.0,9061792.0
18322,SLC2A6,ENSG00000160326.9,6,92,24,9.0,133475110.5
18323,SLC2A7,ENSG00000197241.3,8,71,43,1.0,9014822.5
18324,SLC2A8,ENSG00000136856.13,7,91,24,9.0,127402781.0
18325,SLC2A9,ENSG00000109667.7,7,74,41,4.0,9913044.5
18326,SLC30A1,ENSG00000170385.9,80,42,0,1.0,211575364.5
18327,SLC30A10,ENSG00000196660.6,84,36,2,1.0,219822037.0
18328,SLC30A2,ENSG00000158014.10,5,72,45,1.0,26041685.0
18329,SLC30A3,ENSG00000115194.6,19,89,14,2.0,27264750.5
18330,SLC30A4,ENSG00000104154.5,5,87,30,15.0,45501180.5
18331,SLC30A5,ENSG00000145740.14,11,79,32,5.0,69112509.0
18332,SLC30A6,ENSG00000152683.10,14,88,20,2.0,32195110.0
18333,SLC30A7,ENSG00000162695.7,14,81,27,1.0,100938916.5
18334,SLC30A8,ENSG00000164756.8,79,41,2,8.0,117063493.5
18335,SLC30A9,ENSG00000014824.8,6,86,30,4.0,42040481.5
18336,SLC31A1,ENSG00000136868.9,3,94,25,9.0,113243018.0
18337,SLC31A2,ENSG00000136867.6,3,94,25,9.0,113157558.0
18338,SLC32A1,ENSG00000101438.3,42,76,4,20.0,38726929.0
18339,SLC33A1,ENSG00000169359.8,35,83,4,3.0,155837740.0
18340,SLC34A1,ENSG00000131183.6,17,87,18,5.0,177389041.5
18341,SLC34A2,ENSG00000157765.7,2,75,45,4.0,25663379.5
18342,SLC34A3,ENSG00000198569.5,8,91,23,9.0,137233656.0
18343,SLC35A1,ENSG00000164414.12,10,83,29,6.0,87491479.5
18344,SLC35A3,ENSG00000117620.8,13,81,28,1.0,100002492.5
18345,SLC35A4,ENSG00000176087.10,11,88,23,5.0,140566964.0
18346,SLC35A5,ENSG00000138459.4,26,87,9,3.0,112573644.0
18347,SLC35B1,ENSG00000121073.9,37,65,20,17.0,49704974.0
18348,SLC35B2,ENSG00000157593.12,24,84,14,6.0,44255993.0
18349,SLC35B3,ENSG00000124786.8,29,82,11,6.0,8423537.0
18350,SLC35B4,ENSG00000205060.6,34,79,9,7.0,134303131.0
18351,SLC35C1,ENSG00000181830.7,19,88,15,11.0,45808544.0
18352,SLC35C2,ENSG00000080189.10,42,76,4,20.0,46355219.0
18353,SLC35D1,ENSG00000116704.6,13,88,21,1.0,67026749.0
18354,SLC35D2,ENSG00000130958.7,7,90,25,9.0,96348577.5
18355,SLC35D3,ENSG00000182747.4,13,86,23,6.0,136923980.5
18356,SLC35E1,ENSG00000127526.9,21,90,11,19.0,16561123.0
18357,SLC35E2,ENSG00000215790.2,31,43,48,,
18358,SLC35E2B,ENSG00000189339.7,31,43,48,1.0,1676162.0
18359,SLC35E3,ENSG00000175782.8,17,94,11,12.0,68770044.5
18360,SLC35E4,ENSG00000100036.11,8,78,36,22.0,30652398.5
18361,SLC35F1,ENSG00000196376.6,20,75,27,6.0,118112470.0
18362,SLC35F2,ENSG00000110660.10,3,68,51,11.0,107859642.0
18363,SLC35F3,ENSG00000183780.8,82,38,2,1.0,234114593.5
