	Name	Database_ID	start_bp	end_bp	variable	value	cancer_type_total_patients	cancer
22691	FAM90A25P		12415080.0	12418090.0	loss	53	108	lscc
22692	FAM86B2	ENSG00000145002.12	12425614.0	12436343.0	gain	6	108	lscc
22693	FAM86B2	ENSG00000145002.8	12425614.0	12436343.0	gain	6	108	lscc
22694	FAM86B2		12425614.0	12436343.0	gain	6	108	lscc
22695	FAM86B2	ENSG00000145002.12	12425614.0	12436343.0	loss	53	108	lscc
22696	FAM86B2	ENSG00000145002.8	12425614.0	12436343.0	loss	53	108	lscc
22697	FAM86B2		12425614.0	12436343.0	loss	53	108	lscc
22698	LONRF1	ENSG00000154359.12	12721906.0	12756073.0	gain	5	108	lscc
22699	LONRF1	ENSG00000154359.8	12721906.0	12756073.0	gain	5	108	lscc
22700	LONRF1		12721906.0	12756073.0	gain	5	108	lscc
22701	LONRF1	ENSG00000154359.12	12721906.0	12756073.0	loss	54	108	lscc
22702	LONRF1	ENSG00000154359.8	12721906.0	12756073.0	loss	54	108	lscc
22703	LONRF1		12721906.0	12756073.0	loss	54	108	lscc
22704	MIR3926-1		12727232.0	12727304.0	gain	5	108	lscc
22705	MIR3926-1		12727232.0	12727304.0	loss	54	108	lscc
22706	MIR3926-2		12727237.0	12727299.0	gain	5	108	lscc
22707	MIR3926-2		12727237.0	12727299.0	loss	54	108	lscc
22708	LINC00681	ENSG00000255494.1	12794243.0	12818291.0	gain	5	108	lscc
22709	LINC00681		12794243.0	12818291.0	gain	5	108	lscc
22710	LINC00681	ENSG00000255494.1	12794243.0	12818291.0	loss	54	108	lscc
22711	LINC00681		12794243.0	12818291.0	loss	54	108	lscc
22712	DLC1	ENSG00000164741.10	13083361.0	13604610.0	gain	6	108	lscc
22713	DLC1		13083361.0	13604610.0	gain	6	108	lscc
22714	DLC1	ENSG00000164741.14	13083361.0	13604610.0	gain	6	108	lscc
22715	DLC1	ENSG00000164741.10	13083361.0	13604610.0	loss	54	108	lscc
22716	DLC1		13083361.0	13604610.0	loss	54	108	lscc
22717	DLC1	ENSG00000164741.14	13083361.0	13604610.0	loss	54	108	lscc
22718	C8orf48	ENSG00000164743.4	13566869.0	13568288.0	gain	6	108	lscc
22719	C8orf48		13566869.0	13568288.0	gain	6	108	lscc
22720	C8orf48	ENSG00000164743.4	13566869.0	13568288.0	loss	53	108	lscc
22721	C8orf48		13566869.0	13568288.0	loss	53	108	lscc
22722	SGCZ	ENSG00000185053.8	14084845.0	15238431.0	gain	5	108	lscc
22723	SGCZ	ENSG00000185053.13	14084845.0	15238431.0	gain	5	108	lscc
22724	SGCZ		14084845.0	15238431.0	gain	5	108	lscc
22725	SGCZ	ENSG00000185053.8	14084845.0	15238431.0	loss	55	108	lscc
22726	SGCZ	ENSG00000185053.13	14084845.0	15238431.0	loss	55	108	lscc
22727	SGCZ		14084845.0	15238431.0	loss	55	108	lscc
22728	MIR383	ENSG00000199127.1	14853438.0	14853510.0	gain	5	108	lscc
22729	MIR383		14853438.0	14853510.0	gain	5	108	lscc
22730	MIR383	ENSG00000199127.1	14853438.0	14853510.0	loss	54	108	lscc
22731	MIR383		14853438.0	14853510.0	loss	54	108	lscc
22732	TUSC3	ENSG00000104723.20	15417215.0	15766649.0	gain	4	108	lscc
22733	TUSC3		15417215.0	15766649.0	gain	4	108	lscc
22734	TUSC3	ENSG00000104723.16	15417215.0	15766649.0	gain	4	108	lscc
22735	TUSC3	ENSG00000104723.20	15417215.0	15766649.0	loss	55	108	lscc
22736	TUSC3		15417215.0	15766649.0	loss	55	108	lscc
22737	TUSC3	ENSG00000104723.16	15417215.0	15766649.0	loss	55	108	lscc
22738	MSR1		16107878.0	16567490.0	gain	4	108	lscc
22739	MSR1	ENSG00000038945.10	16107878.0	16567490.0	gain	4	108	lscc
22740	MSR1	ENSG00000038945.14	16107878.0	16567490.0	gain	4	108	lscc
22741	MSR1		16107878.0	16567490.0	loss	54	108	lscc
22742	MSR1	ENSG00000038945.10	16107878.0	16567490.0	loss	54	108	lscc
22743	MSR1	ENSG00000038945.14	16107878.0	16567490.0	loss	54	108	lscc
22744	FGF20		16992181.0	17002345.0	gain	4	108	lscc
22745	FGF20	ENSG00000078579.8	16992181.0	17002345.0	gain	4	108	lscc
22746	FGF20		16992181.0	17002345.0	loss	54	108	lscc
22747	FGF20	ENSG00000078579.8	16992181.0	17002345.0	loss	54	108	lscc
22748	MICU3		17027238.0	17122642.0	gain	5	108	lscc
22749	MICU3	ENSG00000155970.11	17027238.0	17122642.0	gain	5	108	lscc
22750	MICU3	ENSG00000155970.7	17027238.0	17122642.0	gain	5	108	lscc
22751	MICU3		17027238.0	17122642.0	loss	54	108	lscc
22752	MICU3	ENSG00000155970.11	17027238.0	17122642.0	loss	54	108	lscc
22753	MICU3	ENSG00000155970.7	17027238.0	17122642.0	loss	54	108	lscc
22754	ZDHHC2	ENSG00000104219.12	17156482.0	17224799.0	gain	5	108	lscc
22755	ZDHHC2		17156482.0	17224799.0	gain	5	108	lscc
22756	ZDHHC2	ENSG00000104219.8	17156482.0	17224799.0	gain	5	108	lscc
22757	ZDHHC2	ENSG00000104219.12	17156482.0	17224799.0	loss	54	108	lscc
22758	ZDHHC2		17156482.0	17224799.0	loss	54	108	lscc
22759	ZDHHC2	ENSG00000104219.8	17156482.0	17224799.0	loss	54	108	lscc
22760	CNOT7	ENSG00000198791.7	17224966.0	17246878.0	gain	5	108	lscc
22761	CNOT7	ENSG00000198791.11	17224966.0	17246878.0	gain	5	108	lscc
22762	CNOT7		17224966.0	17246878.0	gain	5	108	lscc
22763	CNOT7	ENSG00000198791.7	17224966.0	17246878.0	loss	53	108	lscc
22764	CNOT7	ENSG00000198791.11	17224966.0	17246878.0	loss	53	108	lscc
22765	CNOT7		17224966.0	17246878.0	loss	53	108	lscc
22766	VPS37A		17246931.0	17302427.0	gain	5	108	lscc
22767	VPS37A	ENSG00000155975.5	17246931.0	17302427.0	gain	5	108	lscc
22768	VPS37A	ENSG00000155975.9	17246931.0	17302427.0	gain	5	108	lscc
22769	VPS37A		17246931.0	17302427.0	loss	53	108	lscc
22770	VPS37A	ENSG00000155975.5	17246931.0	17302427.0	loss	53	108	lscc
22771	VPS37A	ENSG00000155975.9	17246931.0	17302427.0	loss	53	108	lscc
22772	MTMR7	ENSG00000003987.13	17296794.0	17413528.0	gain	5	108	lscc
22773	MTMR7		17296794.0	17413528.0	gain	5	108	lscc
22774	MTMR7	ENSG00000003987.9	17296794.0	17413528.0	gain	5	108	lscc
22775	MTMR7	ENSG00000003987.13	17296794.0	17413528.0	loss	53	108	lscc
22776	MTMR7		17296794.0	17413528.0	loss	53	108	lscc
22777	MTMR7	ENSG00000003987.9	17296794.0	17413528.0	loss	53	108	lscc
22778	SLC7A2	ENSG00000003989.17	17497088.0	17570573.0	gain	5	108	lscc
22779	SLC7A2	ENSG00000003989.12	17497088.0	17570573.0	gain	5	108	lscc
22780	SLC7A2		17497088.0	17570573.0	gain	5	108	lscc
22781	SLC7A2	ENSG00000003989.17	17497088.0	17570573.0	loss	53	108	lscc
22782	SLC7A2	ENSG00000003989.12	17497088.0	17570573.0	loss	53	108	lscc
22783	SLC7A2		17497088.0	17570573.0	loss	53	108	lscc
22784	PDGFRL		17576433.0	17644071.0	gain	5	108	lscc
22785	PDGFRL	ENSG00000104213.12	17576433.0	17644071.0	gain	5	108	lscc
22786	PDGFRL	ENSG00000104213.8	17576433.0	17644071.0	gain	5	108	lscc
22787	PDGFRL		17576433.0	17644071.0	loss	53	108	lscc
22788	PDGFRL	ENSG00000104213.12	17576433.0	17644071.0	loss	53	108	lscc
22789	PDGFRL	ENSG00000104213.8	17576433.0	17644071.0	loss	53	108	lscc
22790	MTUS1	ENSG00000129422.14	17643795.0	17800917.0	gain	6	108	lscc
22791	MTUS1	ENSG00000129422.9	17643795.0	17800917.0	gain	6	108	lscc
22792	MTUS1		17643795.0	17800917.0	gain	6	108	lscc
22793	MTUS1	ENSG00000129422.14	17643795.0	17800917.0	loss	52	108	lscc
22794	MTUS1	ENSG00000129422.9	17643795.0	17800917.0	loss	52	108	lscc
22795	MTUS1		17643795.0	17800917.0	loss	52	108	lscc
22796	MIR548V		17681578.0	17681657.0	gain	5	108	lscc
22797	MIR548V	ENSG00000265520.1	17681578.0	17681657.0	gain	5	108	lscc
22798	MIR548V		17681578.0	17681657.0	loss	53	108	lscc
22799	MIR548V	ENSG00000265520.1	17681578.0	17681657.0	loss	53	108	lscc
22800	FGL1		17864380.0	17910365.0	gain	5	108	lscc
22801	FGL1	ENSG00000104760.16	17864380.0	17910365.0	gain	5	108	lscc
22802	FGL1	ENSG00000104760.12	17864380.0	17910365.0	gain	5	108	lscc
22803	FGL1		17864380.0	17910365.0	loss	52	108	lscc
22804	FGL1	ENSG00000104760.16	17864380.0	17910365.0	loss	52	108	lscc
22805	FGL1	ENSG00000104760.12	17864380.0	17910365.0	loss	52	108	lscc
22806	PCM1		17922840.0	18029944.0	gain	6	108	lscc
22807	PCM1	ENSG00000078674.13	17922840.0	18029944.0	gain	6	108	lscc
22808	PCM1	ENSG00000078674.17	17922840.0	18029944.0	gain	6	108	lscc
22809	PCM1		17922840.0	18029944.0	loss	52	108	lscc
22810	PCM1	ENSG00000078674.13	17922840.0	18029944.0	loss	52	108	lscc
22811	PCM1	ENSG00000078674.17	17922840.0	18029944.0	loss	52	108	lscc
22812	ASAH1	ENSG00000104763.18	18055992.0	18084998.0	gain	6	108	lscc
22813	ASAH1	ENSG00000104763.13	18055992.0	18084998.0	gain	6	108	lscc
22814	ASAH1		18055992.0	18084998.0	gain	6	108	lscc
22815	ASAH1	ENSG00000104763.18	18055992.0	18084998.0	loss	52	108	lscc
22816	ASAH1	ENSG00000104763.13	18055992.0	18084998.0	loss	52	108	lscc
22817	ASAH1		18055992.0	18084998.0	loss	52	108	lscc
22818	NAT1	ENSG00000171428.9	18170477.0	18223689.0	gain	6	108	lscc
22819	NAT1	ENSG00000171428.13	18170477.0	18223689.0	gain	6	108	lscc
22820	NAT1		18170477.0	18223689.0	gain	6	108	lscc
22821	NAT1	ENSG00000171428.9	18170477.0	18223689.0	loss	52	108	lscc
22822	NAT1	ENSG00000171428.13	18170477.0	18223689.0	loss	52	108	lscc
22823	NAT1		18170477.0	18223689.0	loss	52	108	lscc
22824	NAT2		18391282.0	18401218.0	gain	5	108	lscc
22825	NAT2	ENSG00000156006.4	18391282.0	18401218.0	gain	5	108	lscc
22826	NAT2		18391282.0	18401218.0	loss	52	108	lscc
22827	NAT2	ENSG00000156006.4	18391282.0	18401218.0	loss	52	108	lscc
22828	PSD3	ENSG00000156011.16	18527303.0	19084730.0	gain	6	108	lscc
22829	PSD3	ENSG00000156011.12	18527303.0	19084730.0	gain	6	108	lscc
22830	PSD3		18527303.0	19084730.0	gain	6	108	lscc
22831	PSD3	ENSG00000156011.16	18527303.0	19084730.0	loss	53	108	lscc
22832	PSD3	ENSG00000156011.12	18527303.0	19084730.0	loss	53	108	lscc
22833	PSD3		18527303.0	19084730.0	loss	53	108	lscc
22834	SH2D4A	ENSG00000104611.11	19313693.0	19396218.0	gain	5	108	lscc
22835	SH2D4A	ENSG00000104611.7	19313693.0	19396218.0	gain	5	108	lscc
22836	SH2D4A		19313693.0	19396218.0	gain	5	108	lscc
22837	SH2D4A	ENSG00000104611.11	19313693.0	19396218.0	loss	53	108	lscc
22838	SH2D4A	ENSG00000104611.7	19313693.0	19396218.0	loss	53	108	lscc
22839	SH2D4A		19313693.0	19396218.0	loss	53	108	lscc
22840	CSGALNACT1	ENSG00000147408.10	19404161.0	19758029.0	gain	7	108	lscc
22841	CSGALNACT1		19404161.0	19758029.0	gain	7	108	lscc
22842	CSGALNACT1	ENSG00000147408.14	19404161.0	19758029.0	gain	7	108	lscc
22843	CSGALNACT1	ENSG00000147408.10	19404161.0	19758029.0	loss	53	108	lscc
22844	CSGALNACT1		19404161.0	19758029.0	loss	53	108	lscc
22845	CSGALNACT1	ENSG00000147408.14	19404161.0	19758029.0	loss	53	108	lscc
22846	INTS10	ENSG00000104613.11	19817391.0	19852083.0	gain	7	108	lscc
22847	INTS10		19817391.0	19852083.0	gain	7	108	lscc
22848	INTS10	ENSG00000104613.7	19817391.0	19852083.0	gain	7	108	lscc
22849	INTS10	ENSG00000104613.11	19817391.0	19852083.0	loss	52	108	lscc
22850	INTS10		19817391.0	19852083.0	loss	52	108	lscc
22851	INTS10	ENSG00000104613.7	19817391.0	19852083.0	loss	52	108	lscc
22852	LPL	ENSG00000175445.10	19901717.0	19967259.0	gain	7	108	lscc
22853	LPL		19901717.0	19967259.0	gain	7	108	lscc
22854	LPL	ENSG00000175445.14	19901717.0	19967259.0	gain	7	108	lscc
22855	LPL	ENSG00000175445.10	19901717.0	19967259.0	loss	52	108	lscc
22856	LPL		19901717.0	19967259.0	loss	52	108	lscc
22857	LPL	ENSG00000175445.14	19901717.0	19967259.0	loss	52	108	lscc
22858	SLC18A1		20144855.0	20183206.0	gain	7	108	lscc
22859	SLC18A1	ENSG00000036565.14	20144855.0	20183206.0	gain	7	108	lscc
22860	SLC18A1	ENSG00000036565.10	20144855.0	20183206.0	gain	7	108	lscc
22861	SLC18A1		20144855.0	20183206.0	loss	51	108	lscc
22862	SLC18A1	ENSG00000036565.14	20144855.0	20183206.0	loss	51	108	lscc
22863	SLC18A1	ENSG00000036565.10	20144855.0	20183206.0	loss	51	108	lscc
22864	ATP6V1B2	ENSG00000147416.10	20197381.0	20226819.0	gain	7	108	lscc
22865	ATP6V1B2	ENSG00000147416.6	20197381.0	20226819.0	gain	7	108	lscc
22866	ATP6V1B2		20197381.0	20226819.0	gain	7	108	lscc
22867	ATP6V1B2	ENSG00000147416.10	20197381.0	20226819.0	loss	51	108	lscc
22868	ATP6V1B2	ENSG00000147416.6	20197381.0	20226819.0	loss	51	108	lscc
22869	ATP6V1B2		20197381.0	20226819.0	loss	51	108	lscc
22870	LZTS1	ENSG00000061337.15	20246165.0	20303963.0	gain	7	108	lscc
22871	LZTS1	ENSG00000061337.11	20246165.0	20303963.0	gain	7	108	lscc
22872	LZTS1		20246165.0	20303963.0	gain	7	108	lscc
22873	LZTS1	ENSG00000061337.15	20246165.0	20303963.0	loss	51	108	lscc
22874	LZTS1	ENSG00000061337.11	20246165.0	20303963.0	loss	51	108	lscc
22875	LZTS1		20246165.0	20303963.0	loss	51	108	lscc
22876	LZTS1-AS1		20275773.0	20290458.0	gain	7	108	lscc
22877	LZTS1-AS1		20275773.0	20290458.0	loss	51	108	lscc
22878	GFRA2	ENSG00000168546.6	21690398.0	21812357.0	gain	6	108	lscc
22879	GFRA2		21690398.0	21812357.0	gain	6	108	lscc
22880	GFRA2	ENSG00000168546.10	21690398.0	21812357.0	gain	6	108	lscc
22881	GFRA2	ENSG00000168546.6	21690398.0	21812357.0	loss	52	108	lscc
22882	GFRA2		21690398.0	21812357.0	loss	52	108	lscc
22883	GFRA2	ENSG00000168546.10	21690398.0	21812357.0	loss	52	108	lscc
22884	DOK2	ENSG00000147443.8	21908873.0	21913690.0	gain	6	108	lscc
22885	DOK2	ENSG00000147443.12	21908873.0	21913690.0	gain	6	108	lscc
22886	DOK2		21908873.0	21913690.0	gain	6	108	lscc
22887	DOK2	ENSG00000147443.8	21908873.0	21913690.0	loss	53	108	lscc
22888	DOK2	ENSG00000147443.12	21908873.0	21913690.0	loss	53	108	lscc
22889	DOK2		21908873.0	21913690.0	loss	53	108	lscc
22890	XPO7		21919662.0	22006585.0	gain	6	108	lscc
22891	XPO7	ENSG00000130227.16	21919662.0	22006585.0	gain	6	108	lscc
22892	XPO7	ENSG00000130227.12	21919662.0	22006585.0	gain	6	108	lscc
22893	XPO7		21919662.0	22006585.0	loss	53	108	lscc
22894	XPO7	ENSG00000130227.16	21919662.0	22006585.0	loss	53	108	lscc
22895	XPO7	ENSG00000130227.12	21919662.0	22006585.0	loss	53	108	lscc
22896	NPM2	ENSG00000158806.13	22024125.0	22036897.0	gain	6	108	lscc
22897	NPM2	ENSG00000158806.9	22024125.0	22036897.0	gain	6	108	lscc
22898	NPM2		22024125.0	22036897.0	gain	6	108	lscc
22899	NPM2	ENSG00000158806.13	22024125.0	22036897.0	loss	53	108	lscc
22900	NPM2	ENSG00000158806.9	22024125.0	22036897.0	loss	53	108	lscc
22901	NPM2		22024125.0	22036897.0	loss	53	108	lscc
22902	FGF17	ENSG00000158815.6	22042398.0	22048809.0	gain	6	108	lscc
22903	FGF17	ENSG00000158815.10	22042398.0	22048809.0	gain	6	108	lscc
22904	FGF17		22042398.0	22048809.0	gain	6	108	lscc
22905	FGF17	ENSG00000158815.6	22042398.0	22048809.0	loss	53	108	lscc
22906	FGF17	ENSG00000158815.10	22042398.0	22048809.0	loss	53	108	lscc
22907	FGF17		22042398.0	22048809.0	loss	53	108	lscc
22908	DMTN	ENSG00000158856.13	22048995.0	22082527.0	gain	6	108	lscc
22909	DMTN		22048995.0	22082527.0	gain	6	108	lscc
22910	DMTN	ENSG00000158856.17	22048995.0	22082527.0	gain	6	108	lscc
22911	DMTN	ENSG00000158856.13	22048995.0	22082527.0	loss	53	108	lscc
22912	DMTN		22048995.0	22082527.0	loss	53	108	lscc
22913	DMTN	ENSG00000158856.17	22048995.0	22082527.0	loss	53	108	lscc
22914	FAM160B2		22089150.0	22104911.0	gain	6	108	lscc
22915	FAM160B2	ENSG00000158863.21	22089150.0	22104911.0	gain	6	108	lscc
22916	FAM160B2	ENSG00000158863.17	22089150.0	22104911.0	gain	6	108	lscc
22917	FAM160B2		22089150.0	22104911.0	loss	53	108	lscc
22918	FAM160B2	ENSG00000158863.21	22089150.0	22104911.0	loss	53	108	lscc
22919	FAM160B2	ENSG00000158863.17	22089150.0	22104911.0	loss	53	108	lscc
22920	NUDT18		22106874.0	22109419.0	gain	6	108	lscc
22921	NUDT18	ENSG00000275074.1	22106874.0	22109419.0	gain	6	108	lscc
22922	NUDT18	ENSG00000173566.9	22106874.0	22109419.0	gain	6	108	lscc
22923	NUDT18		22106874.0	22109419.0	loss	53	108	lscc
22924	NUDT18	ENSG00000275074.1	22106874.0	22109419.0	loss	53	108	lscc
22925	NUDT18	ENSG00000173566.9	22106874.0	22109419.0	loss	53	108	lscc
22926	HR	ENSG00000168453.14	22114419.0	22133384.0	gain	6	108	lscc
22927	HR		22114419.0	22133384.0	gain	6	108	lscc
22928	HR	ENSG00000168453.10	22114419.0	22133384.0	gain	6	108	lscc
22929	HR	ENSG00000168453.14	22114419.0	22133384.0	loss	53	108	lscc
22930	HR		22114419.0	22133384.0	loss	53	108	lscc
22931	HR	ENSG00000168453.10	22114419.0	22133384.0	loss	53	108	lscc
22932	REEP4	ENSG00000168476.7	22138020.0	22141951.0	gain	6	108	lscc
22933	REEP4		22138020.0	22141951.0	gain	6	108	lscc
22934	REEP4	ENSG00000168476.11	22138020.0	22141951.0	gain	6	108	lscc
22935	REEP4	ENSG00000168476.7	22138020.0	22141951.0	loss	53	108	lscc
22936	REEP4		22138020.0	22141951.0	loss	53	108	lscc
22937	REEP4	ENSG00000168476.11	22138020.0	22141951.0	loss	53	108	lscc
22938	LGI3	ENSG00000168481.4	22146830.0	22157084.0	gain	6	108	lscc
22939	LGI3		22146830.0	22157084.0	gain	6	108	lscc
22940	LGI3	ENSG00000168481.8	22146830.0	22157084.0	gain	6	108	lscc
22941	LGI3	ENSG00000168481.4	22146830.0	22157084.0	loss	53	108	lscc
22942	LGI3		22146830.0	22157084.0	loss	53	108	lscc
22943	LGI3	ENSG00000168481.8	22146830.0	22157084.0	loss	53	108	lscc
22944	SFTPC	ENSG00000168484.12	22156913.0	22164479.0	gain	6	108	lscc
22945	SFTPC	ENSG00000168484.8	22156913.0	22164479.0	gain	6	108	lscc
22946	SFTPC		22156913.0	22164479.0	gain	6	108	lscc
22947	SFTPC	ENSG00000168484.12	22156913.0	22164479.0	loss	53	108	lscc
22948	SFTPC	ENSG00000168484.8	22156913.0	22164479.0	loss	53	108	lscc
22949	SFTPC		22156913.0	22164479.0	loss	53	108	lscc
22950	BMP1		22165140.0	22212326.0	gain	6	108	lscc
22951	BMP1	ENSG00000168487.17	22165140.0	22212326.0	gain	6	108	lscc
22952	BMP1	ENSG00000168487.13	22165140.0	22212326.0	gain	6	108	lscc
22953	BMP1		22165140.0	22212326.0	loss	53	108	lscc
22954	BMP1	ENSG00000168487.17	22165140.0	22212326.0	loss	53	108	lscc
22955	BMP1	ENSG00000168487.13	22165140.0	22212326.0	loss	53	108	lscc
22956	PHYHIP	ENSG00000168490.9	22219703.0	22232101.0	gain	6	108	lscc
22957	PHYHIP		22219703.0	22232101.0	gain	6	108	lscc
22958	PHYHIP	ENSG00000168490.13	22219703.0	22232101.0	gain	6	108	lscc
22959	PHYHIP	ENSG00000168490.9	22219703.0	22232101.0	loss	53	108	lscc
22960	PHYHIP		22219703.0	22232101.0	loss	53	108	lscc
22961	PHYHIP	ENSG00000168490.13	22219703.0	22232101.0	loss	53	108	lscc
22962	MIR320A	ENSG00000208037.1	22244962.0	22245043.0	gain	6	108	lscc
22963	MIR320A		22244962.0	22245043.0	gain	6	108	lscc
22964	MIR320A	ENSG00000208037.1	22244962.0	22245043.0	loss	53	108	lscc
22965	MIR320A		22244962.0	22245043.0	loss	53	108	lscc
22966	POLR3D		22245133.0	22254601.0	gain	6	108	lscc
22967	POLR3D	ENSG00000168495.8	22245133.0	22254601.0	gain	6	108	lscc
22968	POLR3D	ENSG00000168495.12	22245133.0	22254601.0	gain	6	108	lscc
22969	POLR3D		22245133.0	22254601.0	loss	53	108	lscc
22970	POLR3D	ENSG00000168495.8	22245133.0	22254601.0	loss	53	108	lscc
22971	POLR3D	ENSG00000168495.12	22245133.0	22254601.0	loss	53	108	lscc
22972	PIWIL2		22275316.0	22357568.0	gain	6	108	lscc
22973	PIWIL2	ENSG00000197181.7	22275316.0	22357568.0	gain	6	108	lscc
22974	PIWIL2	ENSG00000197181.11	22275316.0	22357568.0	gain	6	108	lscc
22975	PIWIL2		22275316.0	22357568.0	loss	53	108	lscc
22976	PIWIL2	ENSG00000197181.7	22275316.0	22357568.0	loss	53	108	lscc
22977	PIWIL2	ENSG00000197181.11	22275316.0	22357568.0	loss	53	108	lscc
22978	SLC39A14	ENSG00000104635.9	22367249.0	22434129.0	gain	6	108	lscc
22979	SLC39A14		22367249.0	22434129.0	gain	6	108	lscc
22980	SLC39A14	ENSG00000104635.13	22367249.0	22434129.0	gain	6	108	lscc
22981	SLC39A14	ENSG00000104635.9	22367249.0	22434129.0	loss	53	108	lscc
22982	SLC39A14		22367249.0	22434129.0	loss	53	108	lscc
22983	SLC39A14	ENSG00000104635.13	22367249.0	22434129.0	loss	53	108	lscc
22984	PPP3CC	ENSG00000120910.14	22440819.0	22541142.0	gain	6	108	lscc
22985	PPP3CC	ENSG00000120910.10	22440819.0	22541142.0	gain	6	108	lscc
22986	PPP3CC		22440819.0	22541142.0	gain	6	108	lscc
22987	PPP3CC	ENSG00000120910.14	22440819.0	22541142.0	loss	53	108	lscc
22988	PPP3CC	ENSG00000120910.10	22440819.0	22541142.0	loss	53	108	lscc
22989	PPP3CC		22440819.0	22541142.0	loss	53	108	lscc
22990	SORBS3	ENSG00000120896.13	22544986.0	22575788.0	gain	6	108	lscc
22991	SORBS3	ENSG00000120896.9	22544986.0	22575788.0	gain	6	108	lscc
22992	SORBS3		22544986.0	22575788.0	gain	6	108	lscc
22993	SORBS3	ENSG00000120896.13	22544986.0	22575788.0	loss	53	108	lscc
22994	SORBS3	ENSG00000120896.9	22544986.0	22575788.0	loss	53	108	lscc
22995	SORBS3		22544986.0	22575788.0	loss	53	108	lscc
22996	PDLIM2	ENSG00000120913.23	22578279.0	22598025.0	gain	6	108	lscc
22997	PDLIM2	ENSG00000120913.19	22578279.0	22598025.0	gain	6	108	lscc
22998	PDLIM2		22578279.0	22598025.0	gain	6	108	lscc
22999	PDLIM2	ENSG00000120913.23	22578279.0	22598025.0	loss	53	108	lscc
23000	PDLIM2	ENSG00000120913.19	22578279.0	22598025.0	loss	53	108	lscc
23001	PDLIM2		22578279.0	22598025.0	loss	53	108	lscc
23002	C8orf58		22599599.0	22604150.0	gain	6	108	lscc
23003	C8orf58	ENSG00000241852.5	22599599.0	22604150.0	gain	6	108	lscc
23004	C8orf58	ENSG00000241852.9	22599599.0	22604150.0	gain	6	108	lscc
23005	C8orf58		22599599.0	22604150.0	loss	53	108	lscc
23006	C8orf58	ENSG00000241852.5	22599599.0	22604150.0	loss	53	108	lscc
23007	C8orf58	ENSG00000241852.9	22599599.0	22604150.0	loss	53	108	lscc
23008	CCAR2	ENSG00000158941.16	22604632.0	22621514.0	gain	6	108	lscc
23009	CCAR2		22604632.0	22621514.0	gain	6	108	lscc
23010	CCAR2	ENSG00000158941.16	22604632.0	22621514.0	loss	53	108	lscc
23011	CCAR2		22604632.0	22621514.0	loss	53	108	lscc
23012	BIN3	ENSG00000147439.7	22620418.0	22669148.0	gain	6	108	lscc
23013	BIN3	ENSG00000147439.12	22620418.0	22669148.0	gain	6	108	lscc
23014	BIN3		22620418.0	22669148.0	gain	6	108	lscc
23015	BIN3	ENSG00000147439.7	22620418.0	22669148.0	loss	53	108	lscc
23016	BIN3	ENSG00000147439.12	22620418.0	22669148.0	loss	53	108	lscc
23017	BIN3		22620418.0	22669148.0	loss	53	108	lscc
23018	EGR3	ENSG00000179388.8	22687659.0	22693480.0	gain	6	108	lscc
23019	EGR3		22687659.0	22693480.0	gain	6	108	lscc
23020	EGR3	ENSG00000179388.8	22687659.0	22693480.0	loss	53	108	lscc
23021	EGR3		22687659.0	22693480.0	loss	53	108	lscc
23022	PEBP4	ENSG00000134020.7	22713251.0	23000000.0	gain	6	108	lscc
23023	PEBP4		22713251.0	23000000.0	gain	6	108	lscc
23024	PEBP4	ENSG00000134020.6	22713251.0	23000000.0	gain	6	108	lscc
23025	PEBP4	ENSG00000134020.7	22713251.0	23000000.0	loss	54	108	lscc
23026	PEBP4		22713251.0	23000000.0	loss	54	108	lscc
23027	PEBP4	ENSG00000134020.6	22713251.0	23000000.0	loss	54	108	lscc
23028	RHOBTB2		22987417.0	23020199.0	gain	4	108	lscc
23029	RHOBTB2	ENSG00000008853.12	22987417.0	23020199.0	gain	4	108	lscc
23030	RHOBTB2	ENSG00000008853.16	22987417.0	23020199.0	gain	4	108	lscc
23031	RHOBTB2		22987417.0	23020199.0	loss	55	108	lscc
23032	RHOBTB2	ENSG00000008853.12	22987417.0	23020199.0	loss	55	108	lscc
23033	RHOBTB2	ENSG00000008853.16	22987417.0	23020199.0	loss	55	108	lscc
23034	TNFRSF10B	ENSG00000120889.12	23020133.0	23069031.0	gain	4	108	lscc
23035	TNFRSF10B	ENSG00000120889.8	23020133.0	23069031.0	gain	4	108	lscc
23036	TNFRSF10B		23020133.0	23069031.0	gain	4	108	lscc
23037	TNFRSF10B	ENSG00000120889.12	23020133.0	23069031.0	loss	55	108	lscc
23038	TNFRSF10B	ENSG00000120889.8	23020133.0	23069031.0	loss	55	108	lscc
23039	TNFRSF10B		23020133.0	23069031.0	loss	55	108	lscc
23040	TNFRSF10C	ENSG00000173535.9	23102590.0	23117437.0	gain	4	108	lscc
23041	TNFRSF10C	ENSG00000173535.13	23102590.0	23117437.0	gain	4	108	lscc
23042	TNFRSF10C		23102590.0	23117437.0	gain	4	108	lscc
23043	TNFRSF10C	ENSG00000173535.9	23102590.0	23117437.0	loss	55	108	lscc
23044	TNFRSF10C	ENSG00000173535.13	23102590.0	23117437.0	loss	55	108	lscc
23045	TNFRSF10C		23102590.0	23117437.0	loss	55	108	lscc
23046	TNFRSF10D	ENSG00000173530.5	23135588.0	23164027.0	gain	4	108	lscc
23047	TNFRSF10D		23135588.0	23164027.0	gain	4	108	lscc
